SITE_ID	VISIT_NO	MONTH	DAY	YEAR	SITE_TYPE	LAKE_SAMP	TNT	LON_DD	LAT_DD	FLD_LON_DD	FLD_LAT_DD	FLD_SRC	ST	EPA_REG	NESLAKE	NESLAKE_ID	STRATUM	PANEL	MDCATY	WGT	WGT_NLA	ADJWGT_CAT	URBAN	WSA_ECO3	WSA_ECO9	ECO_LEV_3	NUT_REG	ECO_NUTA	LAKE_ORIGIN	ECO3_X_ORIGIN	REF_CLUSTER	RT_NLA	REF_NUTR	AREA_HA	LAKEAREA	LAKEPERIM	SLD	DEPTH_X	DEPTHMAX	ELEV_PT	HUC_2	HUC_8	REACHCODE	COM_ID	STATUS_VER	STATUS_FLD	STATUS_DSK	PERM_WATER	NON_SALINE	SRFC_AREA	METER_DEEP	OPEN_WATER	AQUACULTUR	DISPOSAL	SEWAGE	EVAPORATE	PHYS_ACCES	FLAG_INFO	COMMENT_INFO	SAMPLED_PROFILE	SAMPLED_SECCHI	SAMPLED_ASSESS	SAMPLED_PHAB	INDXSAMP_PHAB	SAMPLED_CHEM	INDXSAMP_CHEM	SAMPLED_CHLA	INDXSAMP_CHLA	SAMPLED_ZOOP	INDXSAMP_ZOOP	SAMPLED_PHYT	INDXSAMP_PHYT	SAMPLED_CORE	INDXSAMP_CORE	SAMPLED_INF	INDXSAMP_INF	SAMPLED_ENTE	INDXSAMP_ENTE	SAMPLED_MICR	INDXSAMP_MICR	SAMPLED_SDHG	INDXSAMP_SDHG	VISIT_ID	FID_1
NLA06608-0104	2	7	24	2007	PROB_Lake	Target_Sampled	Target	-98.26265148	37.65529355	-98.2596	37.65549	Index_site	KS	Region_7			NLALake	Panel_1	0.14203425	6.972778527	3.717455758	KS	FALSE	PLNLOW	SPL	27	V	V	MAN-MADE	PLNLOW MAN-MADE	E	SO-SO	Y	56.79375053	0.567937505	4.717544883	1.765878561	1.8	1.8	479.33	11	11030015	11030015001304	21148492	Target_Sampled		Sampleable	Yes	Yes	Yes	Yes	Yes	No	No	No	No	Yes			YES	YES	YES	YES	NO	YES	NO	YES	NO	YES	NO	YES	NO	YES (Top only)	NO	NOT DONE	NO	YES	NO	YES	NO	YES	NO	7591	161
NLA06608-0105	1	7	5	2007	PROB_Lake	Target_Sampled	Target	-112.2015025	38.2350209	-112.207424	38.288034	Index_site	UT	Region_8	NESLake	4917	NLALake	Panel_1	0.12642225	7.833853361	2.500256737	UT	FALSE	WMTNS	WMT	19	II	II	MAN-MADE	WMTNS MAN-MADE	G	REF	N	906.5113613	9.065113613	30.36851324	2.845325609	6	6	1820	16	16030001	16030001001402	10814778	Target_Sampled		Sampleable	Yes	Yes	Yes	Yes	Yes	No	No	No	No	Yes			YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES (Top only)	YES	NOT DONE	YES	YES	YES	YES	YES	YES	YES	7592	162
NLA06608-0105	2	9	12	2007	PROB_Lake	Target_Sampled	Target	-112.2015025	38.2350209	-112.207424	38.288034	Index_site	UT	Region_8	NESLake	4917	NLALake	Panel_1	0.12642225	7.833853361	2.500256737	UT	FALSE	WMTNS	WMT	19	II	II	MAN-MADE	WMTNS MAN-MADE	G	REF	N	906.5113613	9.065113613	30.36851324	2.845325609	2.2	2.2	1820	16	16030001	16030001001402	10814778	Target_Sampled		Sampleable	Yes	Yes	Yes	Yes	Yes	No	No	No	No	Yes			YES	YES	YES	YES	NO	YES	NO	YES	NO	YES	NO	YES	NO	YES (Top only)	NO	NOT DONE	NO	YES	NO	YES	NO	YES	NO	7593	163
NLA06608-0107	1	6	25	2007	PROB_Lake	Target_Sampled	Target	-85.08175821	41.65016117	-85.08222	41.65	Index_site	IN	Region_5			NLALake	Panel_1	0.018898626	52.40451623	16.39880261	IN	FALSE	PLNLOW	UMW	56	VII	VII	NATURAL	PLNLOW NATURAL	E	REF	Y	12.42080368	0.124208037	1.435689522	1.14916066	4	4	300.77	04	04050001	04050001005172	12259378	Target_Sampled	Sampleable	Sampleable	Yes	Yes	Yes	Yes	Yes	No	No	No	No	Yes			YES	YES, CLEAR TO BOTTOM	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES (Both)	YES	YES	YES	YES	YES	YES	YES	YES	YES	7594	165
NLA06608-0110	1	7	31	2007	PROB_Lake	Target_Sampled	Target	-95.72856324	46.86973364	-95.72909	46.87083	Index_site	MN	Region_5			NLALake	Panel_1	0.006162343	160.7137579	116.1182748	MN	FALSE	PLNLOW	UMW	50	VIII	VIII	NATURAL	PLNLOW NATURAL	C	REF	N	139.0508291	1.390508291	10.50970305	2.514193631	12.4	12.4	437.86	09	09020103	09020103002403	6654751	Target_Sampled	Sampleable	Sampleable	Yes	Yes	Yes	Yes	Yes	No	No	No	No	Yes			YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES (Both)	YES	YES	YES	YES	YES	YES	YES	YES	YES	7595	168
NLA06608-0111	1	8	1	2007	PROB_Lake	Target_Sampled	Target	-81.13692241	41.13540548	-81.09237	41.15006	Index_site	OH	Region_5			NLALake	Panel_1	0.041835122	23.67325186	20.27708552	OH	TRUE	EHIGH	NAP	61	VII	VII	MAN-MADE	EHIGH MAN-MADE	B	SO-SO	N	1064.647066	10.64647066	64.75594294	5.598502401	12.8	12.8	286.66	05	05030103	05030103001727	13155459	Target_Sampled	Sampleable	Sampleable													YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES (Top only)	YES	NOT DONE	YES	YES	YES	YES	YES	YES	YES	7596	169
NLA06608-0112	1	7	9	2007	PROB_Lake	Target_Sampled	Target	-89.14408234	39.01266111	-89.12983	39.01183	Index_site	IL	Region_5	NESLake	1764	NLALake	Panel_1	0.12642225	7.833853361	4.706553114	IL	TRUE	PLNLOW	TPL	72	IX	IX	MAN-MADE	PLNLOW MAN-MADE	C	SO-SO	N	276.3794065	2.763794065	30.39769287	5.158017968	9	9	160.22	07	07140202	07140202002051	13869762	Target_Sampled	Sampleable	Sampleable	Yes	Yes	Yes	Yes	Yes	No	No	No	No	Yes			YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES (Top only)	YES	NOT DONE	YES	YES	YES	YES	YES	YES	YES	7597	170
NLA06608-0113	1	7	16	2007	PROB_Lake	Target_Sampled	Target	-72.23412171	44.71864202	-72.229722	44.7175	Index_site	VT	Region_1			NLALake	Panel_1	0.092544113	10.70163559	31.82722929	VT	FALSE	EHIGH	NAP	58	VIII	VIII	NATURAL	EHIGH NATURAL	B	SO-SO	N	83.35226447	0.833522645	4.253680284	1.314320285	13.1	13.1	396.91	01	01110000	01110000000411	4599649	Target_Sampled		Sampleable	Yes	Yes	Yes	Yes	Yes	No	No	No	No	Yes			YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES (Both)	YES	YES	YES	YES	YES	YES	YES	YES	YES	7598	171
NLA06608-0115	1	7	18	2007	PROB_Lake	Target_Sampled	Target	-89.19099056	44.32355428	-89.191667	44.323611	Index_site	WI	Region_5			NLALake	Panel_1	0.001312891	754.345388	724.8867084	WI	TRUE	PLNLOW	UMW	51	VII	VII	NATURAL	PLNLOW NATURAL	C	SO-SO	Y	6.737155775	0.067371558	0.987715321	1.073466669	17	17	271.25	04	04030202	04030202003501	9036005	Target_Sampled		Sampleable	Yes	Yes	Yes	Yes	Yes	No	No	No	No	Yes			YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES (Both)	YES	YES	YES	YES	YES	YES	YES	YES	YES	7599	173
NLA06608-0116	1	6	28	2007	PROB_Lake	Target_Sampled	Target	-106.3013899	35.66653924	-106.31097	35.62036	Index_site	NM	Region_6			NLALake	Panel_1	0.17269874	5.734687887	7.461529622	NM	FALSE	WMTNS	WMT	21	II	II	MAN-MADE	WMTNS MAN-MADE	G	SO-SO	N	406.2048459	4.062048459	34.23927252	4.792333649	25	25.8	1625.22	13	13020201	13020201001130	17833136	Target_Sampled		Sampleable	Yes	Yes	Yes	Yes	Yes	No	No	No	No	Yes			YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES (Top only)	YES	NOT DONE	YES	YES	YES	YES	YES	YES	YES	7600	174
NLA06608-0120	1	6	18	2007	PROB_Lake	Target_Sampled	Target	-96.36834536	36.16292985	-96.26522	36.15501	Index_site	OK	Region_6	NESLake	4011	NLALake	Panel_1	0.12642225	7.833853361	2.151495273	OK	TRUE	PLNLOW	SPL	29	IX	IX	MAN-MADE	PLNLOW MAN-MADE	C	TRASH	N	10251.57227	102.5157227	466.5719919	12.99925592	20.6	20.6	220.49	11	11060006	11110101001479	20971700	Target_Sampled		Sampleable	Yes	Yes	Yes	Yes	Yes	No	No	No	No	Yes			YES	YES	YES	NOT DONE	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES (Top only)	YES	NOT DONE	YES	YES	YES	YES	YES	YES	YES	7601	179
NLA06608-0120	2	9	26	2007	PROB_Lake	Target_Sampled	Target	-96.36834536	36.16292985	-96.26556	36.15507	Index_site	OK	Region_6	NESLake	4011	NLALake	Panel_1	0.12642225	7.833853361	2.151495273	OK	TRUE	PLNLOW	SPL	29	IX	IX	MAN-MADE	PLNLOW MAN-MADE	C	TRASH	N	10251.57227	102.5157227	466.5719919	12.99925592	16.2	16.3	220.49	11	11060006	11110101001479	20971700	Target_Sampled		Sampleable	Yes	Yes	Yes	Yes	Yes	No	No	No	No	Yes			YES	YES	YES	NOT DONE	NO	YES	NO	YES	NO	YES	NO	YES	NO	YES (Top only)	NO	NOT DONE	NO	YES	NO	YES	NO	YES	NO	7602	178
NLA06608-0124	1	7	19	2007	PROB_Lake	Target_Sampled	Target	-101.8094915	42.14001905	-101.80836	42.14036	Index_site	NE	Region_7			NLALake	Panel_1	0.02472871	40.04953639	10.23338031	NE	FALSE	PLNLOW	SPL	44	IV	IVnat	NATURAL	PLNLOW NATURAL	E	SO-SO	N	30.53256534	0.305325653	2.430193088	1.24066406	1.1	1.1	1140.27	10	10210001	10210001000405	17393002	Target_Sampled		Do_Field	Yes	Yes	Yes	Missing	Missing	Missing	Missing	Missing	Missing	Yes			YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES (Both)	YES	YES	YES	YES	YES	YES	YES	YES	YES	7604	183
NLA06608-0126	1	6	21	2007	PROB_Lake	Target_Sampled	Target	-99.32424356	47.19305824	-99.32296	47.18729	Index_site	ND	Region_8			NLALake	Panel_1	0.010911876	90.76105074	81.78952116	ND	FALSE	PLNLOW	NPL	42	V	V	NATURAL	PLNLOW NATURAL	E	TRASH	N	11.53500919	0.115350092	1.474450014	1.224661738	2.2	2.5	569.53	10	10160002	10160002002310	11496390	Target_Sampled	Sampleable	Do_Field													YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES (Both)	YES	YES	YES	YES	YES	YES	YES	YES	YES	7605	185
NLA06608-0126	2	8	28	2007	PROB_Lake	Target_Sampled	Target	-99.32424356	47.19305824	-99.32296	47.18729	Index_site	ND	Region_8			NLALake	Panel_1	0.010911876	90.76105074	81.78952116	ND	FALSE	PLNLOW	NPL	42	V	V	NATURAL	PLNLOW NATURAL	E	TRASH	N	11.53500919	0.115350092	1.474450014	1.224661738	2.3	2.3	569.53	10	10160002	10160002002310	11496390	Target_Sampled	Sampleable	Do_Field													YES	YES	YES	YES	NO	YES	NO	YES	NO	YES	NO	YES	NO	YES (Both)	NO	NO LAB DATA	NO	YES	NO	YES	NO	YES	NO	7606	186
NLA06608-0127	1	7	11	2007	PROB_Lake	Target_Sampled	Target	-109.3063643	34.15364617	-109.307102	34.152566	Index_site	AZ	Region_9			NLALake	Panel_1	0.080381061	12.32097912	3.185761615	AZ	TRUE	WMTNS	WMT	23	II	II	MAN-MADE	WMTNS MAN-MADE	G	REF	N	35.85993055	0.358599305	2.788304179	1.313501266	5.2	5.2	2106.3	15	15020001	15020001000619	20584480	Target_Sampled		Sampleable	Yes	Yes	Yes	Yes	Yes	No	No	No	No	Yes			YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES (Top only)	YES	NOT DONE	YES	YES	YES	YES	YES	YES	YES	7607	187
NLA06608-0128	1	6	21	2007	PROB_Lake	Target_Sampled	Target	-109.2416928	48.75289143	-109.2395	48.749	Index_site	MT	Region_8			NLALake	Panel_1	0.026000592	38.09041593	8.239346912	MT	FALSE	PLNLOW	NPL	42	V	V	MAN-MADE	PLNLOW MAN-MADE	E	SO-SO	N	12.37799839	0.123779984	3.099848391	2.485480217	2.2	2.2	787.37	10	10050008	10050008000330	12471702	Target_Sampled	Sampleable	Do_Field	Yes	Yes	Yes	Yes	Yes	No	No	No	No	Yes			YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES (Top only)	YES	NOT DONE	YES	YES	YES	YES	YES	YES	YES	7608	189
NLA06608-0128	2	8	25	2007	PROB_Lake	Target_Sampled	Target	-109.2416928	48.75289143	-109.24924	48.75352	Index_site	MT	Region_8			NLALake	Panel_1	0.026000592	38.09041593	8.239346912	MT	FALSE	PLNLOW	NPL	42	V	V	MAN-MADE	PLNLOW MAN-MADE	E	SO-SO	N	12.37799839	0.123779984	3.099848391	2.485480217	1.8	1.8	787.37	10	10050008	10050008000330	12471702	Target_Sampled	Sampleable	Do_Field	Yes	Yes	Yes	Yes	Yes	No	No	No	No	Yes			YES	YES	YES	YES	NO	YES	NO	YES	NO	YES	NO	YES	NO	YES (Top only)	NO	NOT DONE	NO	YES	NO	YES	NO	YES	NO	7609	188
NLA06608-0129	1	7	21	2007	PROB_Lake	Target_Sampled	Target	-114.5994561	48.21240982	-114.6196	48.20432	Index_site	MT	Region_8			NLALake	Panel_1	0.025617716	38.65970627	8.362490243	MT	FALSE	WMTNS	WMT	15	II	II	NATURAL	WMTNS NATURAL	F	SO-SO	N	1138.974069	11.38974069	25.75629963	2.152888899	60.3	60.3	1203	17	17010208	17010208000711	24341846	Target_Sampled		Sampleable	Yes	Yes	Yes	Yes	Yes	No	No	No	No	Yes			YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES (Both)	YES	YES	YES	YES	YES	YES	YES	YES	YES	7610	190
NLA06608-0129	2	9	16	2007	PROB_Lake	Target_Sampled	Target	-114.5994561	48.21240982	-114.61656	48.21164	Index_site	MT	Region_8			NLALake	Panel_1	0.025617716	38.65970627	8.362490243	MT	FALSE	WMTNS	WMT	15	II	II	NATURAL	WMTNS NATURAL	F	SO-SO	N	1138.974069	11.38974069	25.75629963	2.152888899	28.2	28.2	1203	17	17010208	17010208000711	24341846	Target_Sampled		Sampleable	Yes	Yes	Yes	Yes	Yes	No	No	No	No	Yes			YES	YES	YES	YES	NO	YES	NO	YES	NO	YES	NO	YES	NO	NO	NO	NO CORE SAMPLE	NO	YES	NO	YES	NO	NO	NO	7611	191
NLA06608-0130	1	8	13	2007	PROB_Lake	Target_Sampled	Target	-111.0870104	31.40138437	-111.086251	31.405332	Index_site	AZ	Region_9			NLALake	Panel_1	0.086659359	11.42834866	2.954959513	AZ	TRUE	WMTNS	XER	79	III	III	MAN-MADE	WMTNS MAN-MADE	G	TRASH	Y	20.47176878	0.204717688	4.357197867	2.716593558	9.7	9.7	1168.89	15	15050301	15050301001458	15907149	Target_Sampled		Do_Field	Yes	Yes	Yes	Yes	Yes	No	No	No	No	Yes			YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES (Top only)	YES	NOT DONE	YES	YES	YES	YES	YES	YES	YES	7612	192
NLA06608-0132	1	8	28	2007	PROB_Lake	Target_Sampled	Target	-109.0936327	36.20871918	-109.094163	36.207264	Index_site	AZ	Region_9			NLALake	Panel_1	0.217685468	4.549561253	1.176352744	AZ	FALSE	WMTNS	WMT	23	II	II	MAN-MADE	WMTNS MAN-MADE	G	SO-SO	N	88.38069497	0.88380695	4.69012423	1.407345433	6	6	2222	14	14080204	14080204002121	1408815	Target_Sampled		Sampleable	Yes	Yes	Yes	Yes	Yes	No	No	No	No	Yes			YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES (Top only)	YES	NOT DONE	YES	YES	YES	YES	YES	YES	YES	7613	194
NLA06608-0134	1	7	24	2007	PROB_Lake	Target_Sampled	Target	-73.04056323	41.88000298	-73.04256	41.87657	Index_site	CT	Region_1			NLALake	Panel_1	0.057009219	17.3721618	19.57749882	CT	TRUE	EHIGH	NAP	58	VIII	VIII	NATURAL	EHIGH NATURAL	B	TRASH	N	99.98457278	0.999845728	5.007655389	1.412742482	19.8	19.8	285.96	01	01080207	01080207000822	6110045	Target_Sampled		Sampleable	Yes	Yes			Yes	No	No	No	No	Yes			YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES (Both)	YES	YES	YES	YES	YES	YES	YES	YES	YES	7614	196
NLA06608-0137	1	9	17	2007	PROB_Lake	Target_Sampled	Target	-119.3636363	38.14855815	-119.36214	38.15084	Index_site	CA	Region_9	NESLake	625	NLALake	Panel_1	0.12642225	7.833853361	4.682523949	CA	FALSE	WMTNS	XER	13	III	III	NATURAL	WMTNS NATURAL	F	SO-SO	N	116.0372371	1.160372371	6.076084703	1.591183248	34.2	34.2	2163.46	16	16050301	16050301000707	8914377	Target_Sampled		Sampleable	Yes	Yes	Yes	Yes	Yes	No	No	No	No	Yes			YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	NO	YES	NO CORE SAMPLE	YES	YES	YES	YES	YES	NO	YES	7615	199
NLA06608-0139	1	7	11	2007	PROB_Lake	Target_Sampled	Target	-85.93794192	41.17205162	-85.941	41.1715	Index_site	IN	Region_5			NLALake	Panel_1	0.07748997	12.78066524	3.999418784	IN	FALSE	PLNLOW	UMW	56	VII	VII	NATURAL	PLNLOW NATURAL	E	SO-SO	N	94.68796912	0.946879691	9.357351254	2.712692704	7.9	7.9	251.92	05	05120106	05120106001973	18486140	Target_Sampled	Sampleable	Sampleable	Yes	Yes	Yes	Yes	Yes	No	No	No	No	Yes			YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES (Both)	YES	YES	YES	YES	YES	YES	YES	YES	YES	7616	201
NLA06608-0140	1	6	20	2007	PROB_Lake	Target_Sampled	Target	-95.45270584	39.639176	-95.45996	39.63558	Index_site	KS	Region_7			NLALake	Panel_1	0.025545657	38.76875716	20.66911188	KS	FALSE	PLNLOW	TPL	47	VI	VI	MAN-MADE	PLNLOW MAN-MADE	E	SO-SO	N	26.86439392	0.268643939	4.019914937	2.187879545	1.7	1.7	321.71	10	10270103	10270103001685	743939	Target_Sampled		Sampleable	Yes	Yes	Yes	Yes	Yes	No	No	No	No	Yes			YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES (Top only)	YES	NOT DONE	YES	YES	YES	YES	YES	YES	YES	7617	202
NLA06608-0141	1	8	23	2007	PROB_Lake	Target_Sampled	Target	-75.68870871	39.41622694	-75.68708	39.42367	Index_site	DE	Region_3	NESLake	1007	NLALake	Panel_1	0.12642225	7.833853361	7.410840225	DE	TRUE	PLNLOW	CPL	63	XIV	CPL	MAN-MADE	PLNLOW MAN-MADE	D	SO-SO	N	65.47479386	0.654747939	9.836282885	3.429169942	1.6	1.6	0	02	02040205	02040205001235	4652598	Target_Sampled		Sampleable	Yes	Yes	Yes	Yes	Yes	No	No	No	No	Yes			YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES (Both)	YES	YES	YES	YES	YES	YES	YES	YES	YES	7618	203
NLA06608-0142	1	8	13	2007	PROB_Lake	Target_Sampled	Target	-89.54369029	45.99791162	-89.528889	45.999722	Index_site	WI	Region_5			NLALake	Panel_1	0.014642391	67.63740898	64.99603437	WI	FALSE	PLNLOW	UMW	50	VIII	VIII	NATURAL	PLNLOW NATURAL	C	REF	N	130.8236981	1.308236981	8.157706901	2.011962837	16.8	16.8	497.98	07	07070001	07070001003342	14446838	Target_Sampled		Sampleable	Yes	Yes	Yes	Yes	Yes	No	No	No	No	Yes			YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES (Both)	YES	YES	YES	YES	YES	YES	YES	YES	YES	7619	204
NLA06608-0144	1	8	2	2007	PROB_Lake	Target_Sampled	Target	-99.39138265	33.39525121	-99.37269	33.41937	Index_site	TX	Region_6			NLALake	Panel_1	0.017130992	57.81179347	16.13275341	TX	FALSE	PLNLOW	SPL	27	V	V	MAN-MADE	PLNLOW MAN-MADE	C	SO-SO	Y	706.1356995	7.061356995	36.14835531	3.837421693	12	12	405.7	12	12060101	12060101000972	5541638	Target_Sampled		Sampleable	Yes	Yes	Yes	Yes	Yes					Yes			YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES (Top only)	YES	NOT DONE	YES	YES	YES	YES	YES	YES	YES	7620	206
NLA06608-0144	2	9	13	2007	PROB_Lake	Target_Sampled	Target	-99.39138265	33.39525121	-99.37075	33.42132	Index_site	TX	Region_6			NLALake	Panel_1	0.017130992	57.81179347	16.13275341	TX	FALSE	PLNLOW	SPL	27	V	V	MAN-MADE	PLNLOW MAN-MADE	C	SO-SO	Y	706.1356995	7.061356995	36.14835531	3.837421693	12.3	12.3	405.7	12	12060101	12060101000972	5541638	Target_Sampled		Sampleable	Yes	Yes	Yes	Yes	Yes					Yes			YES	YES	YES	YES	NO	YES	NO	YES	NO	YES	NO	YES	NO	YES (Top only)	NO	NOT DONE	NO	YES	NO	YES	NO	YES	NO	7621	207
NLA06608-0148	1	7	26	2007	PROB_Lake	Target_Sampled	Target	-86.1080157	39.34860511	-86.10167	39.348	Index_site	IN	Region_5			NLALake	Panel_1	0.01706795	58.02532665	18.15770751	IN	FALSE	PLNLOW	TPL	55	VI	VI	MAN-MADE	PLNLOW MAN-MADE	C	SO-SO	N	28.96652302	0.28966523	4.842928367	2.538370017	7.3	7.3	236.08	05	05120204	05120204000581	18461526	Target_Sampled	Sampleable	Sampleable	Yes	Yes	Yes	Yes	Yes	No	No	No	No	Yes			YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES (Top only)	YES	NOT DONE	YES	YES	YES	YES	YES	YES	YES	7622	211
NLA06608-0149	1	7	18	2007	PROB_Lake	Target_Sampled	Target	-76.84081042	41.63340269	-76.840278	41.633333	Index_site	PA	Region_3			NLALake	Panel_1	0.007210792	137.3459869	57.57528924	PA	FALSE	EHIGH	NAP	60	VII	VII	NATURAL	EHIGH NATURAL	B	TRASH	N	13.9443979	0.139443979	1.606338683	1.213479105	10.4	10.4	451.56	02	02050106	02050106002897	4196860	Target_Sampled		Sampleable	Yes	Yes	Yes	Yes	Yes	No	No	No	No	Yes			YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES (Both)	YES	YES	YES	YES	YES	YES	YES	YES	YES	7623	212
NLA06608-0150	1	8	2	2007	PROB_Lake	Target_Sampled	Target	-69.2311707	44.84955975	-69.234444	44.8675	Index_site	ME	Region_1	NESLake	2312	NLALake	Panel_1	0.12642225	7.833853361	5.785867077	ME	FALSE	EHIGH	NAP	82	VIII	VIII	NATURAL	EHIGH NATURAL	B	SO-SO	N	1887.921908	18.87921908	46.6742518	3.030263675	18	18	60.78	01	01030003	01030003002362	3319884	Target_Sampled		Sampleable	Yes	Yes	Yes	Yes	Yes	No	No	No	No	Yes			YES	YES	YES	YES	YES	YES	YES	YES	YES	SAMPLE LOST	YES	YES	YES	YES (Both)	YES	YES	YES	YES	YES	YES	YES	YES	YES	7624	213
NLA06608-0152	1	7	17	2007	PROB_Lake	Target_Sampled	Target	-97.68636485	34.59440722	-97.677	34.60399	Index_site	OK	Region_6			NLALake	Panel_1	0.07157412	13.83703171	3.800212608	OK	FALSE	PLNLOW	SPL	29	IX	IX	MAN-MADE	PLNLOW MAN-MADE	C	SO-SO	N	399.558531	3.99558531	22.17468306	3.129408697	8.7	8.7	328.06	11	11130303	11130303002161	19956720	Target_Sampled		Sampleable	Yes	Yes	Yes	Yes	Yes	No	No	No	No	Yes			NOT DONE, GEAR FAILURE	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES (Top only)	YES	NOT DONE	YES	YES	YES	YES	YES	YES	YES	7625	215
NLA06608-0153	1	8	30	2007	PROB_Lake	Target_Sampled	Target	-78.62538711	37.21418362	-78.61884	37.21395	Index_site	VA	Region_3			NLALake	Panel_1	0.027186658	36.42865445	18.68349386	VA	FALSE	EHIGH	SAP	45	IX	IX	MAN-MADE	EHIGH MAN-MADE	B	SO-SO	Y	34.27813038	0.342781304	4.183521134	2.015711958	3.8	3.8	133.82	02	02080207	02080207002698	8609463	Target_Sampled	Sampleable	Sampleable	Yes	Yes	Yes	Yes	Yes	No	No	No	No	Yes			YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES (Top only)	YES	NOT DONE	YES	YES	YES	YES	YES	YES	YES	7626	216
NLA06608-0155	1	7	31	2007	PROB_Lake	Target_Sampled	Target	-88.12714851	42.37328848	-88.12599	42.37637	Index_site	IL	Region_5	NESLake	1725	NLALake	Panel_1	0.12642225	7.833853361	4.706553114	IL	TRUE	PLNLOW	TPL	54	VI	VI	NATURAL	PLNLOW NATURAL	E	SO-SO	N	154.8023875	1.548023875	8.802219799	1.99571467	8.1	8.1	223.92	07	07120006	07120006001730	14769830	Target_Sampled	Sampleable	Sampleable	Yes	Yes	Yes	Yes	Yes	No	No	No	No	Yes			YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES (Both)	YES	YES	YES	YES	YES	YES	YES	YES	YES	7627	218
NLA06608-0158	1	9	5	2007	PROB_Lake	Target_Sampled	Target	-91.24994528	45.88100581	-91.24897	45.88566	Index_site	WI	Region_5			NLALake	Panel_1	0.014642391	67.63740898	64.99603437	WI	FALSE	PLNLOW	UMW	50	VIII	VIII	NATURAL	PLNLOW NATURAL	C	SO-SO	N	121.2290333	1.212290333	5.63893516	1.444737175	8.5	8.5	401.01	07	07050001	07050001001893	13121060	Target_Sampled	Sampleable	Sampleable	Yes	Yes	Yes	Yes	Yes	No	No	No	No	Yes			YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES (Both)	YES	YES	YES	YES	YES	YES	YES	YES	YES	7628	221
NLA06608-0161	1	8	15	2007	PROB_Lake	Target_Sampled	Target	-82.72114525	28.1024337	-82.729773	28.115193	Index_site	FL	Region_4	NESLake	1250	NLALake	Panel_1	0.12642225	7.833853361	2.082890779	FL	TRUE	PLNLOW	CPL	75	XII	CPL	NATURAL	PLNLOW NATURAL	D	TRASH	N	1013.147687	10.13147687	24.57939289	2.17836094	3.8	3.8	0.35	03	03100206	03100206001066	16915600	Target_Sampled	Sampleable	Sampleable	Yes	Yes	Yes	Yes	Yes	No	No	No	No	Yes			YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES (Both)	YES	YES	YES	YES	YES	YES	YES	YES	YES	7629	224
NLA06608-0162	1	8	28	2007	PROB_Lake	Target_Sampled	Target	-72.10321054	42.73356694	-72.102778	42.733056	Index_site	NH	Region_1			NLALake	Panel_1	0.03639742	27.20998824	20.3121784	NH	TRUE	EHIGH	NAP	58	VIII	VIII	NATURAL	EHIGH NATURAL	B	SO-SO	N	53.36921117	0.533692112	3.016800419	1.164920414		2	270.74	01	01080202	01080202000647	9342959	Target_Sampled		Sampleable	Yes	Yes	Yes	Yes	Yes	No	No	No	No	Yes			YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES	YES (Both)	YES	YES	YES	YES	YES	YES	YES	YES	YES	7630	225
