"site_id"	"resampled"	"type"	"stratified"	"deltaT"	"epithick"	"thermodepth"	"anoxiaV"	"hypoxiaV"	"schmidth_stability"	"month"	"year"	"lat"	"lon"	"X"	"Y"	"elevation"	"ECO9"	"lake_origin"	"area"	"volume"	"WALA_ratio"	"depth"	"SDI"	"forest"	"agric"	"precip"	"avgtemp"	"mintemp"	"maxtemp"	"chla"	"color"	"TN"	"TP"	"DOC"	"cond"	"turb"	"nutrient_color"
"NLA06608-0593-2012-1"	"NLA06608-0593"	"1"	NA	0	NA	NA	NA	NA	NA	0.76430690823475	"8"	"2012"	48.70871678	-122.3273101	230653.712931313	2512678.61491523	"104.79"	"WMT"	"man-made"	0.1031471722	NA	7.29443177051636	NA	1.16755969915141	61.722488	0	78.45552	12.1566666666667	5.92777777777778	18.3796296296296	3.674666667	18	256	15	3.85	67.9	0.64	"blue"
"NLA06608-0594-2007-1"	"NLA06608-0594"	"0"	"2"	1	0.306281475847598	0.333923598830167	1.25	0	0	0.142004817949458	"8"	"2007"	32.37834158	-82.0648507	4239486.61238101	699250.471039361	"53.06"	"CPL"	"man-made"	0.060287358	30143.679	157.550156369433	1.5	1.38192695440267	20.1	23.9	76.1475066666667	21.7711111111111	14.7159259259259	28.8303703703704	20.64	70	821	41	10.67	58.43	6.31	"murky"
"NLA06608-0595-2007-1"	"NLA06608-0595"	"0"	"5"	0	0	2	NA	0	0	-0.000631246566319196	"6"	"2007"	45.81215092	-99.76603988	2484277.02285991	2190650.28918311	"541.69"	"NPL"	"natural"	0.610733545	407155.696666667	74.714879399657	2	1.45747389417464	0	22.4	57.57672	4.44074074074074	-1.94666666666667	10.8348148148148	106.56	28	3828	258	26.23	2668	31.7	"murky"
"NLA06608-0596-2007-1"	"NLA06608-0596"	"0"	"1"	1	6.93690178228163	9.25843648702053	9.40777435826816	0	0	190.910572358593	"7"	"2007"	39.07986361	-106.3650807	1826307.25852641	1442813.83368676	"2802"	"WMT"	"man-made"	2.232825986	21211846.867	111.07393198352	28.5	1.12753532763783	27.3	0	42.9937333333333	12.2481481481481	4.29148148148148	20.2155555555556	0.986	7	96	1	1.29	82.31	0.787	"blue"
"NLA06608-0597-2007-1"	"NLA06608-0597"	"0"	"1"	1	3.96044213977982	4.7412716057897	5.78240653215005	0	462928.045351852	3.00580345291012	"7"	"2007"	43.54705816	-116.6654946	797045.613231851	1938940.67959317	"767"	"XER"	"man-made"	35.71159207	99992457.796	4.18072046206592	8.4	1.88731085118637	0	68.5	36.1204933333333	8.6262962962963	1.40851851851852	15.8433333333333	7.8	5	361	22	2.84	172.3	5.82	"blue"
"NLA06608-0599-2007-1"	"NLA06608-0599"	"0"	"5"	0	0	7	NA	0	0	0.289390111249482	"7"	"2007"	30.29008869	-96.59781441	2799605.22607109	467714.839165691	"72.58"	"CPL"	"man-made"	46.82509549	109258556.143333	55.7315816164714	7	4.54737942180579	27.4	36.9	108.552826666667	20.2440740740741	14.0244444444444	26.4262962962963	50.256	31	1012	90	8.49	330.4	6.31	"murky"
"NLA06608-0606-2007-1"	"NLA06608-0606"	"0"	"2"	1	2.48938389855534	2.79947181487738	4.62294864159852	0	33800.8235646258	10.0058594952565	"8"	"2007"	45.97262852	-90.50816425	3404409.25266137	2208487.24862689	"454.76"	"UMW"	"natural"	0.621090133	1449210.31033333	6.40980063355796	7	1.23724824884127	40.2	5.8	74.7606666666667	13.7659259259259	7.1637037037037	20.3677777777778	5.824	10	708	15	8.4	151	5.18	"blue"
"NLA06608-0608-2007-1"	"NLA06608-0608"	"1"	"3"	1	2.66796950402631	0	0.25	0	0	0.613406685396635	"9"	"2007"	36.59009304	-89.26975098	3527167.91065888	1166465.73009958	"86.5"	"CPL"	"natural"	0.308371769	205581.179333333	8.05616752485536	2	2.58153920673251	22.3	11.9	97.0161466666667	22.7118518518519	16.5592592592593	28.897037037037	102.6	15	2184	327	6.89	470.8	29	"green"
"NLA06608-0608-2012-1"	"NLA06608-0608"	"1"	"5"	0	0	2	NA	0	0	0.121980086227723	"6"	"2012"	36.59005203	-89.26963116	3527179.7836969	1166461.17922086	"86.5"	"CPL"	"natural"	0.3083716089	205581.0726	9.3977527084936	2	2.58154025380356	20.031056	13.78882	70.61708	12.6107407407407	6.19148148148148	19.0107407407407	65.2	12	985	200	4.6	500	18.32	"green"
"NLA06608-0609-2007-1"	"NLA06608-0609"	"0"	"5"	0	0	3.4	NA	0	0	0.221217282447295	"7"	"2007"	28.06126866	-82.27729181	4218533.36769255	220675.227796343	"34.62"	"CPL"	"natural"	3.394373012	3846956.08026667	42.0189023998757	3.4	1.15406850246094	4.2	17.7	88.63584	23.1981481481481	16.8762962962963	29.5222222222222	187.92	20	3334	239	14.15	228.9	31.8	"green"
"NLA06608-0610-2007-1"	"NLA06608-0610"	"1"	"2"	1	1.48903092722112	1.7095663710925	6.2	0	21441.543804213	8.03611940928324	"8"	"2007"	42.69132092	-71.3703595	5289591.23375158	1843872.49931346	"45.85"	"NAP"	"natural"	0.663504804	1437593.742	6.65614715428647	6.5	1.80398739715649	39.5	4.8	116.054293333333	10.4803703703704	4.03740740740741	16.9025925925926	5.808	4	549	11	4.13	300.7	2.52	"blue"
"NLA06608-0610-2012-1"	"NLA06608-0610"	"1"	"2"	1	0.846789796007727	6.58869595592902	7.15	0	0	3.82636062341068	"9"	"2012"	42.69394175	-71.37031557	5289595.52626638	1844163.63880128	"45.85"	"NAP"	"natural"	0.6635108379	1614543.03889	6.66952200864282	7.3	1.80396116223344	40.817572	3.416718	103.249306666667	18.4266666666667	12.4418518518519	24.367037037037	33.76	12	739	25	4.29	293	5.21	"blue"
"NLA06608-0611-2007-1"	"NLA06608-0611"	"1"	"1"	1	2.98594076354004	6.82522521330065	7.82776210027366	0	1437067.13555556	6.94709539862704	"7"	"2007"	42.9654707	-89.25185174	3528941.54827825	1874327.63218087	"258.46"	"TPL"	"natural"	12.93360422	38800812.66	64.3295675395269	9	1.22348829491055	5.4	54.8	59.4851066666667	6.81074074074074	0.555185185185185	13.0766666666667	20.64	7	903	53	5.96	541.6	11.6	"green"
"NLA06608-0611-2012-1"	"NLA06608-0611"	"1"	"4"	1	0.614692449905842	6.49805087602347	6.49805087602347	0	53224.7260082305	2.2709682086358	"6"	"2012"	42.96455549	-89.25380131	3528748.3660721	1874225.9596216	"258.46"	"TPL"	"natural"	12.93360842	38800825.26	70.3570227599381	9	1.22348674552615	5.871752	53.199258	70.9201866666667	8.86148148148148	2.65925925925926	15.04	46.9	7.5	1060	92	6.3	582	11.3	"green"
"NLA06608-0614-2007-1"	"NLA06608-0614"	"1"	"1"	1	14.0124384063669	3.63412400659407	4.89210950439954	31326.6328780784	200654.846743843	107.962677985518	"6"	"2007"	43.37864455	-123.2686178	136470.200784393	1920229.63121902	"207.02"	"WMT"	"man-made"	0.526616225	2720850.49583333	22.2812596212735	15.5	2.88165666452882	65.5	0	56.16956	8.26074074074074	1.55888888888889	14.9637037037037	1.216	5	259	8	2.82	219.4	0.825	"blue"
"NLA06608-0614-2012-1"	"NLA06608-0614"	"1"	"1"	1	12.5152151574741	2.53819978342276	3.79235615847484	0	18513.8451386719	112.712186829633	"6"	"2012"	43.37681333	-123.2640104	136931.204274065	1920026.18249546	"207.02"	"WMT"	"man-made"	0.5266160395	2808618.87733333	22.2668891118775	16	2.88165441518623	65.592141	0.023026	97.0788	6.37	0.32037037037037	12.4255555555556	3.71967655	23	195	21	2.92	206	1.08	"brown"
"NLA06608-0616-2007-1"	"NLA06608-0616"	"0"	"2"	1	0.675232926118376	0.704948308403798	2.3	0	0	0.675939490695611	"7"	"2007"	36.72480919	-98.88888117	2571620.13437856	1181415.34748951	"474.49"	"SPL"	"man-made"	0.101555154	88014.4668	51.5522591891299	2.6	1.21131719737206	0	0	141.235853333333	19.0392592592593	13.2492592592593	24.8292592592593	1.692	13	483	14	6.09	1211	1.15	"blue"
"NLA06608-0617-2007-1"	"NLA06608-0617"	"0"	"2"	1	0.789927762061183	2.83166536346285	3.25	0	0	0.451331003843235	"6"	"2007"	35.06360996	-111.4965509	1313808.6538539	997093.555173073	"2077"	"WMT"	"man-made"	3.485464856	4066375.66533333	38.7983594404086	3.5	3.19437523361023	91.2	0	11.66368	14.7933333333333	6.47444444444444	23.1303703703704	2.443	8	513	40	6.36	84.62	11	"green"
"NLA06608-0618-2007-1"	"NLA06608-0618"	"0"	"2"	1	0.347693767158493	3.83852211112666	4.73167522030702	0	5448.26979935988	0.174142137209256	"7"	"2007"	31.44842292	-86.43728338	3807600.52953313	596136.156131497	"60.03"	"CPL"	"man-made"	7.447103782	13404786.8076	223.91591306012	5.4	4.61665662178102	60	14.2	68.9271333333333	20.4118518518519	13.117037037037	27.7055555555556	10.173	10	257	23	4.49	89.58	8.6	"blue"
"NLA06608-0619-2007-1"	"NLA06608-0619"	"0"	"1"	1	15.5233295501708	2.16267795869174	5.64583467721414	0	225.225065381709	40.2698175503938	"7"	"2007"	42.32382664	-85.4673404	3903516.88963373	1803050.07728075	"253.46"	"UMW"	"natural"	0.595945523	2085809.3305	31.1864030229488	10.5	1.42772054757724	21.3	48	61.9489066666667	10.0503703703704	3.58111111111111	16.4907407407407	2.952	11	733	7	4.58	429.3	2.38	"blue"
"NLA06608-0622-2007-1"	"NLA06608-0622"	"0"	NA	0	NA	NA	NA	NA	NA	0.76430690823475	"7"	"2007"	45.88174092	-95.33234259	2925435.35467127	2198385.10134524	"413.74"	"UMW"	"natural"	1.687394891	NA	35.3775842444458	NA	2.2075621103262	13.1	61.4	67.2270266666667	11.0355555555556	4.71592592592593	17.3774074074074	4.4	6	508	16	6.51	379.6	3.66	"blue"
"NLA06608-0623-2007-1"	"NLA06608-0623"	"1"	"2"	1	0.426891303617271	2.59399590206759	3.5	0	0	0.234940338855151	"6"	"2007"	41.06227132	-81.31730025	4313191.97887143	1662932.49308178	"328.39"	"NAP"	"man-made"	0.828369446	1104492.59466667	14.8184218397645	4	2.97787160009296	33.2	38.4	73.66508	8.44074074074074	2.50555555555556	14.3674074074074	23.2	14	628	43	4.75	369.8	3.28	"green"
"NLA06608-0623-2012-1"	"NLA06608-0623"	"1"	"5"	0	0	4	NA	0	0	0.53154128887312	"8"	"2012"	41.05750722	-81.34450481	4310510.4434913	1662403.41564338	"328.39"	"NAP"	"man-made"	4.246547659	5662063.54533333	7.88320386763735	4	4.84020511597201	33.320787	26.822777	72.2460666666667	18.9685185185185	12.2081481481481	25.7292592592593	105.984	15	1949	128	5.75	321	26.45	"green"
"NLA06608-0624-2007-1"	"NLA06608-0624"	"0"	"1"	1	14.8788829985922	2.00113422287046	5.82552431952331	8485.74015999999	132589.69	29.1637079834947	"6"	"2007"	39.37683345	-89.02743535	3551177.42310065	1475783.37861328	"195.91"	"TPL"	"man-made"	0.318215256	1060717.52	53.6233612256478	10	2.72375409032798	5.7	84.8	73.3433466666667	7.47481481481482	1.87481481481481	13.0633333333333	35.2	12	1274	49	6.13	280.3	6.3	"green"
"NLA06608-0625-2007-1"	"NLA06608-0625"	"0"	"1"	1	3.83804505815142	8.79823038238117	9.50358472310533	0	0	1.26726507132556	"9"	"2007"	44.9542938	-118.185992	644965.276901885	2095308.67809133	"2257.2"	"WMT"	"natural"	0.067956379	271825.516	16.2633514213581	12	1.44511693790848	65.7	0	22.9226533333333	15.5685185185185	7.2762962962963	23.8640740740741	0.615	3	55	1	1.46	21.56	0.53	"blue"
"NLA06608-0627-2007-1"	"NLA06608-0627"	"1"	"2"	1	1.9415628234576	2.98236736763224	5.5	0	0	3.55904624668008	"7"	"2007"	44.88675167	-88.48011849	3605394.98260074	2087802.70603625	"256.59"	"UMW"	"natural"	0.834866374	1669732.748	5.68384639480042	6	1.60290447309153	40.1	23.3	65.0985066666667	10.45	3.98666666666667	16.9174074074074	3.192	6	616	11	7.61	168	1.62	"blue"
"NLA06608-0627-2012-1"	"NLA06608-0627"	"1"	"2"	1	0.70487159539919	3.52966595576044	NA	0	610.784640804758	0.721831840629143	"9"	"2012"	44.8891413	-88.47492666	3605909.20435145	2088068.26463287	"256.59"	"UMW"	"natural"	0.8348662559	1502759.26062	5.8331500581972	5.4	1.60290797391104	30.73369	20.97579	82.2993866666667	17.602962962963	10.6885185185185	24.5207407407407	3.15	5	890	13	9	178	1.3	"blue"
"NLA06608-0628-2007-1"	"NLA06608-0628"	"1"	"5"	0	0	3.5	NA	0	0	0.230117744427544	"6"	"2007"	35.75956138	-105.1444706	1948114.95151659	1074308.06765766	"2059.13"	"SPL"	"man-made"	3.258986282	3802150.66233333	6.34135605115751	3.5	1.17078600144322	0	0	27.9315333333333	11.4081481481481	2.81925925925926	19.9525925925926	2.304	6	793	40	7.37	461.7	13.2	"green"
"NLA06608-0628-2012-1"	"NLA06608-0628"	"1"	"5"	0	0	1.1	NA	0	0	0.00239433601051734	"5"	"2012"	35.7589017	-105.1444719	1948114.82180932	1074234.87316427	"2059.13"	"SPL"	"man-made"	3.25898413	1194960.84766667	6.42181724517874	1.1	1.17078698710411	0.021502	0	10.70356	9.43555555555556	0.522592592592592	18.3037037037037	8.586666667	1	1348	77	18.96	880	37.76	"green"
"NLA06608-0630-2007-1"	"NLA06608-0630"	"0"	"5"	0	0	2.5	NA	0	0	0.000657618468486575	"7"	"2007"	46.30058363	-87.77935818	3674786.85660992	2244940.76665047	"424.93"	"UMW"	"natural"	0.2065458	172121.5	5.38030634367777	2.5	1.84225368471056	67.9	0	63.6185333333333	12.2518518518519	5.60777777777778	18.8633333333333	2.616	12	771	8	8.23	153.1	1.34	"blue"
"NLA06608-0632-2007-1"	"NLA06608-0632"	"0"	"1"	1	1.93108490469558	1.70966356143499	2.51381029735709	0	0	8.4359592694162	"6"	"2007"	38.35723526	-94.63514177	2994729.00607334	1362594.77401421	"256.18"	"TPL"	"man-made"	0.758120098	2021653.59466667	200.571685675058	8	1.72316319159922	16.4	65.3	83.0342933333333	9.57333333333333	3.39222222222222	15.7696296296296	34	8	746	44	6.06	448.8	4.46	"green"
"NLA06608-0634-2007-1"	"NLA06608-0634"	"0"	"5"	0	0	2.1	NA	0	0	-5.18036327876654e-13	"8"	"2007"	47.92494929	-101.229344	2338503.17464181	2425526.42857289	"663.58"	"NPL"	"natural"	0.1278636	89504.52	57.0603807182028	2.1	1.3109474332378	6.8	48.3	70.8930933333333	14.9018518518519	7.94666666666667	21.8481481481481	139.68	38	6800	288	44.7	2748	42.1	"murky"
"NLA06608-0635-2007-1"	"NLA06608-0635"	"1"	"2"	1	0.810206430294752	3.52339397224618	5.5	0	0	0.966033945866663	"8"	"2007"	40.33649731	-105.1268527	1949872.76976173	1582336.66522808	"1562.41"	"SPL"	"man-made"	1.898167021	3796334.042	7.28037705697764	6	1.63433037693139	0	39.5	48.0652666666667	14.6622222222222	6.64333333333333	22.6918518518519	5.147	6	224	18	3.33	139.7	2.63	"blue"
"NLA06608-0635-2012-1"	"NLA06608-0635"	"1"	"2"	1	1.07762782184494	3.60907931066348	NA	0	4834.56253066013	2.39364362133931	"7"	"2012"	40.33707955	-105.1266943	1949888.57401061	1582401.3178049	"1562.41"	"SPL"	"man-made"	1.898164828	4239234.78253333	7.38049693065725	6.7	1.63432858492298	0.012849	40.408583	25.8131733333333	12.3351851851852	3.82074074074074	20.8466666666667	2.2	15	235	15	3.34	159.2	1.18	"blue"
"NLA06608-0637-2007-1"	"NLA06608-0637"	"0"	"1"	1	11.0159741576438	8.23885287635598	10.249100378753	0	271035.659886579	174.919000395629	"8"	"2007"	40.13391202	-111.0580729	1357624.16809991	1559841.7655782	"2304"	"WMT"	"man-made"	53.76669903	412211359.23	10.2591727844818	23	5.38505497521686	55.5	0	19.2345733333333	15.6618518518519	7.55814814814815	23.7759259259259	7.408	15	454	21	3.99	249	9.23	"blue"
"NLA06608-0641-2007-1"	"NLA06608-0641"	"1"	"6"	0	1.27930305460378	0	2.59436187888306	0	10694.0606412115	4.03412595228704	"7"	"2007"	48.41877337	-117.6640499	697172.734219294	2480436.53739029	"713.93"	"WMT"	"natural"	0.270004344	387006.2264	8.67598551673672	4.3	1.58434563683439	76.3	0.9	61.24956	11.1396296296296	4.90851851851852	17.3388888888889	25.44	16	737	49	6.27	156	3.98	"green"
"NLA06608-0641-2012-1"	"NLA06608-0641"	"1"	"1"	1	13.5856407706475	1	NA	0	258801.442698583	26.3196801429334	"7"	"2012"	48.41822976	-117.6640697	697170.753768608	2480376.0887969	"713.93"	"WMT"	"natural"	0.2700039438	666009.72804	8.54320884160022	7.4	1.58434541142843	76.62895	0.546235	105.78592	9.23	3.59222222222222	14.8603703703704	45.33333333	50	523	93	8.82	91.5	1.43	"murky"
"NLA06608-0648-2007-1"	"NLA06608-0648"	"1"	"5"	0	0	0.9	NA	0	0	0.00533710959998839	"8"	"2007"	42.26770086	-99.24832126	2535832.52568394	1796815.68007856	"730.78"	"SPL"	"natural"	0.102933091	30879.9273	28.0243013590255	0.9	1.22366264272143	0	0	84.6446533333333	15.7740740740741	8.82296296296296	22.7366666666667	78.286	55	8603	349	73.44	1277	37.1	"murky"
"NLA06608-0648-2012-1"	"NLA06608-0648"	"1"	"5"	0	0	2	NA	0	0	0.0709980426734781	"8"	"2012"	42.26770048	-99.24832415	2535832.23792091	1796815.63786874	"730.78"	"SPL"	"natural"	0.102933147	68622.098	3.79469602440525	2	1.22365992266759	0	0	44.6769066666667	19.4907407407407	11.3318518518519	27.62	120.8	60	5600	268	50.62	709	38.36	"murky"
"NLA06608-0649-2007-1"	"NLA06608-0649"	"1"	"5"	0	0	6	NA	0	0	0.121426286509952	"9"	"2007"	38.47603543	-119.9997761	463522.022915678	1375782.11267217	"2227.25"	"WMT"	"man-made"	0.700184268	1400368.536	18.6393302969783	6	1.69655461150381	53.3	0	7.19328	21.4	13.2214814814815	29.5822222222222	3.64	6	95	9	2.01	18.37	1.23	"blue"
"NLA06608-0649-2012-1"	"NLA06608-0649"	"1"	"5"	0	0	7.3	NA	0	0	0.0926353703502852	"9"	"2012"	38.47629345	-119.9996916	463530.476528546	1375810.75431285	"2227.25"	"WMT"	"man-made"	0.7001844691	1703782.20814333	19.0119913567353	7.3	1.69655139781335	53.89764	0	12.92352	20.9888888888889	12.8122222222222	29.1325925925926	3.8	5	149	10.2	3.07	30	NA	"blue"
"NLA06608-0650-2007-1"	"NLA06608-0650"	"0"	"5"	0	0	5.1	NA	0	0	0.184256907339401	"7"	"2007"	44.64209925	-111.3963618	1323820.52360616	2060615.17398654	"1973"	"WMT"	"natural"	24.5915098	41805566.66	10.6293557705839	5.1	1.85710721957416	41.7	0	30.5121733333333	11.0677777777778	3.38185185185185	18.752962962963	6.896	8	466	23	4.27	244.7	2.5	"blue"
"NLA06608-0651-2007-1"	"NLA06608-0651"	"0"	"1"	1	3.0205537554336	5.11114935734782	6.47517765457676	0	0	4.30549823984051	"7"	"2007"	33.46835151	-86.64445451	3787105.88200438	820135.96015007	"167.65"	"SAP"	"man-made"	3.941979323	10511944.8613333	27.7065770392931	8	4.56272588796703	52.1	9.3	65.89268	19.52	12.1551851851852	26.8837037037037	12.96	0	290	12	2.78	222.4	2.08	"blue"
"NLA06608-0654-2007-1"	"NLA06608-0654"	"0"	"5"	0	0	1	NA	0	0	0.00730460122368338	"8"	"2007"	45.98738228	-89.35046545	3519169.6762547	2210127.14274072	"501.71"	"UMW"	"natural"	0.218964382	72988.1273333333	23.2077567300421	1	1.23572289352991	65.4	0	79.4850666666667	14.517037037037	7.90814814814815	21.1255555555556	9.152	23	698	22	9.06	22.1	2.68	"brown"
"NLA06608-0657-2007-1"	"NLA06608-0657"	"1"	"5"	0	0	2	NA	0	0	0.0147067242844219	"9"	"2007"	46.16790978	-69.00206052	5520721.06696525	2230193.28621832	"271.91"	"NAP"	"natural"	0.472753314	315168.876	16.7378095016379	2	1.37050052930242	84.7	0	93.3128266666667	14.27	7.85666666666667	20.6714814814815	12.48	20	559	20	7.43	28.69	5.41	"blue"
"NLA06608-0657-2012-1"	"NLA06608-0657"	"1"	"5"	0	0	1.7	NA	0	0	0.0116601450455941	"8"	"2012"	46.16781234	-69.00231021	5520696.72939085	2230182.45531433	"271.91"	"NAP"	"natural"	0.4727535221	267893.662523333	9.42541934767466	1.7	1.37050113355674	87.537871	0	111.580506666667	13.67	7.63518518518518	19.727037037037	6.528	30	600	13	6.7	35.9	1.3	"brown"
"NLA06608-0658-2007-1"	"NLA06608-0658"	"0"	"1"	1	12.5265804372611	6.58020062197734	7.60899897544227	0	0	200.482228228113	"7"	"2007"	44.02383508	-124.0796101	55324.0584148415	1991914.43538345	"30.36"	"WMT"	"natural"	0.605596474	4340108.06366667	4.20898956059642	21.5	1.3558397011199	39.5	0	37.4311333333333	11.7637037037037	4.27444444444444	19.252962962963	1.116	6	110	5	1.82	59.18	0.732	"blue"
"NLA06608-0659-2007-1"	"NLA06608-0659"	"0"	"2"	1	0.276398377680227	4.7936127628507	5.5	0	0	0.188530246506011	"6"	"2007"	48.18807378	-98.0662251	2653508.22957143	2454783.61466676	"455.1"	"TPL"	"man-made"	0.372637069	745274.138	469.846647489598	6	2.43044149710952	0	70.4	60.8296133333333	4.1837037037037	-2.08333333333333	10.462962962963	24.144	35	1593	432	12.8	888.5	8.74	"murky"
"NLA06608-0660-2007-1"	"NLA06608-0660"	"1"	"2"	1	3.58171446224078	3.39506877484764	4.78272233269277	0	26662.762828125	14.9139251223408	"7"	"2007"	39.71571919	-86.21162845	3829920.62070433	1513408.48204331	"211.85"	"TPL"	"natural"	0.189601869	505604.984	25.5829964682468	8	1.20143247227618	0	0	78.5384933333333	13.1118518518519	6.81111111111111	19.4192592592593	2.904	3	1546	8	4	864.6	2.76	"blue"
"NLA06608-0660-2012-1"	"NLA06608-0660"	"1"	"2"	1	1.51830291631003	5.62770312396521	6.5	0	0	2.05567427193134	"8"	"2012"	39.71553494	-86.21183124	3829900.5636926	1513388.02491822	"211.85"	"TPL"	"man-made"	0.1896019997	442404.665966667	23.5250677309251	7	1.20143065040385	0	0	65.05956	20.5633333333333	13.4522222222222	27.6744444444444	4.284	7	1234	9	3.52	805	2	"blue"
"NLA06608-0661-2007-1"	"NLA06608-0661"	"0"	"2"	1	1.58128930712914	0.547373809863468	2.40199719512925	0	76004.8475733334	6.20031888789173	"8"	"2007"	41.55549527	-75.70704866	4864950.22044959	1717709.8877695	"299.09"	"NAP"	"man-made"	0.712545446	1187575.74333333	168.168760985948	5	3.04175144269284	50.8	35.8	90.25128	14.3951851851852	7.65148148148148	21.1425925925926	25.92	11	601	22	3.86	204	7.39	"blue"
"NLA06608-0662-2007-1"	"NLA06608-0662"	"0"	"2"	1	0.305915599153998	2.53952144911837	3.25	0	1377412.37136441	0.0555305393098925	"8"	"2007"	45.0802966	-71.35188791	5291396.12415852	2109311.6358025	"479.96"	"NAP"	"natural"	1.408573466	1643335.71033333	4.2022737648247	3.5	1.50254877881051	59.4	0	115.368493333333	11.1748148148148	4.71703703703704	17.6137037037037	2.968	8	256	12	2.88	68.4	1.64	"blue"
"NLA06608-0663-2007-1"	"NLA06608-0663"	"0"	"5"	0	0	1	NA	0	0	0.00362953097245623	"8"	"2007"	44.92721305	-97.43982726	2715841.83744574	2092299.17756408	"527.91"	"TPL"	"natural"	0.700770643	233590.214333333	17.9932550056895	1	1.06816559838561	0.2	49.2	68.8780266666667	15.3322222222222	8.33333333333333	22.3281481481481	273.6	36	6603	618	27.7	2425	39.2	"murky"
"NLA06608-0665-2007-1"	"NLA06608-0665"	"1"	"2"	1	0.593459583027052	0.694185986532768	2.45	0	0	0.812629317884619	"6"	"2007"	35.05246497	-79.20867259	4520867.44988624	995857.111731038	"71.99"	"CPL"	"man-made"	0.597173331	577267.5533	56.6535615435914	2.9	2.55443532260982	51.8	0	71.1115333333333	14.2996296296296	7.41814814814815	21.1937037037037	2.496	9	86	1	2.8	11.32	1.88	"blue"
"NLA06608-0665-2012-1"	"NLA06608-0665"	"1"	"1"	1	6.40009734841466	0.709204390566837	3.68797572554718	0	22208.9701983471	4.6319816710827	"6"	"2012"	35.05432224	-79.20656601	4521074.75168719	996063.160148321	"71.99"	"CPL"	"man-made"	0.597174532	1094819.97533333	55.1024875523149	5.5	2.55441933714549	50.48411	0	95.7800133333333	13.9014814814815	7.41296296296296	20.3703703703704	3.12	12	114	11	2.72	9.99	2.76	"blue"
"NLA06608-0671-2007-1"	"NLA06608-0671"	"0"	"5"	0	0	4	NA	0	0	-0.0570102511218417	"8"	"2007"	40.68974933	-110.3847622	1424898.02810087	1621563.36261396	"3297.74"	"WMT"	"natural"	0.058322666	77763.5546666667	78.0290612915397	4	1.51328130164487	13.7	0	19.8949733333333	16.7655555555556	8.62111111111111	24.9203703703704	1.115	6	380	19	1.21	12.98	2.4	"blue"
"NLA06608-0672-2007-1"	"NLA06608-0672"	"0"	"2"	1	0.558992050370225	0.271283681048094	0.82725244602583	0	0	0.255057137990389	"7"	"2007"	38.70179794	-90.09502746	3445371.33439904	1400843.47834289	"121.74"	"TPL"	"natural"	8.076806613	4038403.3065	5.98625302507289	1.5	3.14665109483579	1.3	16.9	82.8260133333333	16.3696296296296	10.1474074074074	22.5707407407407	63.36	5	2273	213	7.51	803.6	23.1	"green"
"NLA06608-0674-2007-1"	"NLA06608-0674"	"0"	"5"	0	0	2.5	NA	0	0	0.263507887731677	"7"	"2007"	42.54198776	-72.95778821	5134356.89655953	1827283.78467582	"515.86"	"NAP"	"natural"	0.25551222	212926.85	6.36583037789739	2.5	1.38283102152489	73.7	0.2	119.49684	11.8474074074074	5.77148148148148	17.8996296296296	1.024	11	243	3	3.33	35.85	0.559	"blue"
"NLA06608-0677-2007-1"	"NLA06608-0677"	"1"	"2"	1	0.565084461773665	1.42741753787803	1.90772165542525	0	0	0.230586031691084	"7"	"2007"	42.77239407	-118.446839	618872.971401854	1852878.71399412	"1272.22"	"XER"	"natural"	0.89836885	748640.708333333	62.8349940673032	2.5	1.15623839175008	2	7.5	43.6642933333333	10.6603703703704	3.42444444444444	17.8962962962963	25.72	15	1864	150	17.86	894.9	35.9	"green"
"NLA06608-0677-2012-1"	"NLA06608-0677"	"1"	"3"	1	0.904919767953857	0	0.25	0	3055.67739115647	0.417177112407933	"6"	"2012"	42.77430894	-118.4442146	619135.491059434	1853091.43368885	"1272.22"	"XER"	"natural"	0.898369153	1048097.34516667	93.5555051607728	3.5	1.15623737561922	1.630865	4.946137	92.5135733333333	6.99518518518518	0.818148148148148	13.1811111111111	6.492957746	26	839	332	10.66	542	33.64	"murky"
"NLA06608-0678-2007-1"	"NLA06608-0678"	"0"	"5"	0	0	3	NA	0	0	0.00308035247036632	"8"	"2007"	43.96358712	-121.7804825	285365.809997051	1985220.15686624	"1514.87"	"WMT"	"natural"	1.021565812	1021565.812	134.588430216574	3	2.40720232675572	65.6	0	33.2147333333333	12.8511111111111	5.14111111111111	20.5637037037037	8.267	10	462	52	2.2	40.06	3.14	"green"
"NLA06608-0679-2007-1"	"NLA06608-0679"	"1"	"5"	0	0	3.5	NA	0	0	0.0807329126067215	"6"	"2007"	44.90724118	-93.24237251	3133084.38788353	2090079.70045799	"248.15"	"UMW"	"natural"	0.80671611	941168.795	13.9899635201285	3.5	1.34387199210303	2.1	1	61.2021466666667	4.85888888888889	-1.18962962962963	10.9274074074074	12.112	6	635	13	6.19	509.2	2.22	"blue"
"NLA06608-0679-2012-1"	"NLA06608-0679"	"1"	"2"	1	8.65228014821119	1.82446236021036	NA	0	268905.892333333	18.9099215335189	"7"	"2012"	44.90729392	-93.24242122	3133079.55078024	2090085.56145236	"248.15"	"UMW"	"natural"	0.806717677	2151247.13866667	15.5195561224781	8	1.34387346145199	1.854647	0.639781	85.8740133333333	10.8225925925926	4.47740740740741	17.1566666666667	26.24	15	1026	30	6.43	478	8.21	"blue"
