"","siteid_07","sampling_event","visit_no","day","month","year","lat","lon","state","EPA_reg","ECO9","HUC2","HUC8","lake_origin","area_km2","perim_km","elevation_m","depthmax_m","SLD","WGT","secchi_m","clear_to_bottom","basinarea_km2","pct_forest","pct_agric","chla_ugL","color_PCU","NTL_ugL","PTL_ugL","NA_mgL","DOC_mgL","cond_uScm","turb_NTU","nutrient_color","siteid_12","UID","WALA_ratio","site_id","sampled_depthmax_m","resampled","Julian.day","precip_5","avgtemp_5","mintemp_5","maxtemp_5","precip_4","avgtemp_4","mintemp_4","maxtemp_4","precip_3","avgtemp_3","mintemp_3","maxtemp_3","precip_2","avgtemp_2","mintemp_2","maxtemp_2","precip_1","avgtemp_1","mintemp_1","maxtemp_1","RelO207","VolT07","SedArea","VoltoSedArea","HypoThick","hypox07","anox07"
"348","NLA06608-0243","NLA06608-0243-2007-1",1,18,7,2007,44.73647289,-100.7421974,"SD","region_8","NPL",10,10130102,"man-made",1341.339019,2763.418009,490.37,20.7,21.2849371635508,5.45364912,3.89,0,615207.043,10.2,16.3,1.821,5,203,7,59.68,3.31,658.1,1.07,"blue","NLA12_SD-101",NA,458.651417938063,"NLA06608-0243",20,1,199,66.9036,11.7340740740741,4.92666666666667,18.5414814814815,72.7075,14.6861111111111,7.71851851851852,21.6537037037037,78.4803555555555,17.7462962962963,10.6549382716049,24.8376543209877,70.993,20.5833333333333,13.4,27.7666666666667,46.8884,22.8777777777778,15.4888888888889,30.2666666666667,50.6578680975011,15.9375,13413396.4731838,0.666666354382658,2,"0","0"
"358","NLA06608-0257","NLA06608-0257-2007-1",1,18,7,2007,48.54139505,-115.2253416,"MT","region_8","WMT",17,17010101,"man-made",101.2762131,368.0398635,750,48.8,10.3165907304646,1.69454268,4.65,0,23307.11322,10.6,0.1,1.147,7,79,1,1.82,1.67,217.6,0.784,"blue",NA,NA,230.134130281773,"NLA06608-0257",48.3,0,199,51.943,9.66074074074074,2.53481481481482,16.7651851851852,57.0124166666667,11.9,4.54351851851852,19.225,62.8706444444444,14.3543209876543,6.7462962962963,21.9135802469136,53.4416,17.0888888888889,9.15555555555556,24.9666666666667,33.8836,20.1444444444444,11.7333333333333,28.5,21.6500466592502,12.958040497325,57206075.6490262,12.0995622073314,36.3,"0","0"
"365","NLA06608-0275","NLA06608-0275-2007-1",1,21,6,2007,46.27199075,-99.38087643,"ND","region_8","NPL",10,10130106,"natural",0.562026163,3.367303315,599.68,2.7,1.26706542239603,19.94722145,0.75,0,144.915395,0.1,29.7,6.72,30,3084,331,802,26.13,4584,11.2,"murky",NA,NA,257.84457119659,"NLA06608-0275",2.5,0,172,57.8239466666667,3.22814814814815,-3.01666666666667,9.48703703703704,69.2128833333333,7.16018518518519,0.680555555555556,13.6435185185185,80.9780222222222,10.5117283950617,3.79876543209877,17.2111111111111,106.4387,13.9509259259259,7.20740740740741,20.687037037037,106.299,16.9166666666667,10.2777777777778,23.5555555555556,31.5699941471892,19.14,22481.4392156519,0.16666375540842,0.5,"0","0"
"379","NLA06608-0286","NLA06608-0286-2007-1",1,8,8,2007,46.15225085,-88.82970363,"MI","region_5","UMW",4,4030106,"natural",0.556243386,4.03421,497.39,17.8,1.52588266624488,34.38911844,5.42,0,5.799764317,73.6,0,2.224,6,413,5,0.613,4.46,22.17,0.762,"blue","NLA12_MI-118",NA,10.4266665689397,"NLA06608-0286",16,1,220,65.7064133333333,13.3822222222222,6.69777777777778,20.037037037037,65.15735,16.0148148148148,9.10833333333333,22.8981481481481,63.4238,18.5506172839506,11.4777777777778,25.5987654320988,64.4271,19.8842592592593,12.9333333333333,26.787037037037,65.8368,20.1185185185185,13.3777777777778,26.8185185185185,53.8676850160075,6.6483,54359.8988878288,1.66546309183272,5,"1","1"
"384","NLA06608-0291","NLA06608-0291-2007-1",1,11,7,2007,43.81382063,-88.99784821,"WI","region_5","TPL",4,4030201,"natural",31.04867993,43.79007843,242.59,49,2.21691591337648,7.527925891,3.65,0,270.4511469,8.5,65.7,3.624,0,553,13,15.7,4.33,496.1,1.68,"blue",NA,NA,8.71055218803951,"NLA06608-0291",48.5,0,192,62.4569066666667,8.73740740740741,2.37185185185185,15.11,67.7756666666667,12.362962962963,5.73240740740741,19.0023148148148,70.3354222222222,15.3950617283951,8.54691358024691,22.2475308641975,73.2959333333333,18.2814814814815,11.3148148148148,25.237962962963,76.5979333333333,19.9185185185185,13.0351851851852,26.7814814814815,13.8866158381705,7.59940305484008,11488289.5140517,9.83216333980465,29.5,"0","0"
"390","NLA06608-0299","NLA06608-0299-2007-1",1,30,7,2007,41.45660059,-85.2449775,"IN","region_5","UMW",4,4050001,"natural",0.375227807,4.226690531,304.03,19.2,1.94647133015252,10.83110054,2.85,0,10.36784023,4,36.5,3.776,16,915,18,20.89,8.07,447.4,2.12,"blue",NA,NA,27.6307886478147,"NLA06608-0299",18.5,0,211,80.4180933333333,16.36,9.8637037037037,22.857037037037,77.9145,18.3555555555556,11.749537037037,24.975462962963,69.4266666666667,21.1481481481481,14.3888888888889,27.9074074074074,81.915,22.2222222222222,15.6666666666667,28.75,80.518,22.1666666666667,15.6666666666667,28.6111111111111,99.2089196319708,6.50188964474679,121046.294458505,3.49499615051169,10.5,"1","1"
"414","NLA06608-0333","NLA06608-0333-2007-1",1,24,7,2007,40.62803319,-74.85056841,"NJ","region_2","SAP",2,2030105,"man-made",9.207200566,16.38370123,115.69,9.1,1.52315214272891,113.2645293,2.5,0,12.69343502,26.6,2.5,5.04,2,282,15,11.58,3.03,197,1.88,"blue",NA,NA,1.37864217565476,"NLA06608-0333",8.5,0,205,112.869133333333,14.3255555555556,8.11592592592593,20.5577777777778,116.799783333333,16.9263888888889,10.7171296296296,23.1638888888889,90.3139333333333,19.7320987654321,13.3574074074074,26.1444444444444,100.8634,21.7,15.6333333333333,27.8,111.4044,22.8222222222222,16.9888888888889,28.6666666666667,96.1898746200146,9.18888888888889,286732.963660957,0.499993837000971,1.5,"1","1"
"417","NLA06608-0337","NLA06608-0337-2007-1",1,12,7,2007,48.39382391,-122.6562431,"WA","region_10","WMT",17,17110019,"natural",0.518523035,4.140341274,2.65,8,1.62198629680204,7.93829747,3.03,0,4.655307054,48.7,17.8,7.84,35,586,23,28.3,14.08,276.6,2.17,"brown",NA,NA,8.97801397386328,"NLA06608-0337",7.5,0,193,69.0642933333333,9.57481481481481,3.7,15.4225925925926,55.1307,11.0861111111111,4.7712962962963,17.3736111111111,40.4565555555556,12.7493827160494,6.09814814814815,19.3827160493827,37.5412,14.5777777777778,7.76666666666667,21.3777777777778,36.3728,16.5222222222222,9.68888888888889,23.3333333333333,83.6872649472802,17.4609329446064,112942.034904713,1.16646791528816,3.5,"1","1"
"425","NLA06608-0350","NLA06608-0350-2007-1",1,9,8,2007,45.7646886,-90.6606696,"WI","region_5","UMW",7,7050003,"natural",0.352866979,2.249208681,442.81,7.6,1.06811818559609,159.855637,1.15,0,28.42734277,35.9,0.1,17.44,46,902,18,1.983,14.52,85.38,5.39,"brown","NLA12_WI-106",NA,80.5610738940806,"NLA06608-0350",7,1,221,75.5480666666667,13.8911111111111,7.28777777777778,20.4940740740741,79.4512,16.5851851851852,9.8212962962963,23.3435185185185,84.5029777777778,19.0067901234568,12.1827160493827,25.8117283950617,91.9141333333333,20.2601851851852,13.5518518518519,26.9398148148148,107.2896,20.65,14.1222222222222,27.1388888888889,97.587086859615,11.6,7202.93754341672,0.333260648865369,1,"1","1"
"436","NLA06608-0363","NLA06608-0363-2007-1",1,21,7,2007,41.93460679,-85.33088977,"MI","region_5","UMW",4,4050001,"man-made",2.945937826,21.87920273,258.64,13,3.59595933616371,3.743461174,1.7,0,375.431381,8.5,64.7,11.68,5,567,18,6.842,5.3,475,1.93,"blue","NLA12_MI-112",NA,127.440361329608,"NLA06608-0363",13,1,202,62.4975466666667,10.637037037037,4.12,17.1240740740741,64.4800166666667,13.5425925925926,6.75555555555556,20.3027777777778,61.6796666666667,16.5876543209877,9.5,23.658024691358,60.8457,18.9,11.75,26.0111111111111,56.6166,19.85,12.8444444444444,26.8,97.9715233673187,8.28125,278930.487916641,1.3332132001339,4,"1","1"
"438","NLA06608-0366","NLA06608-0366-2007-1",1,31,7,2007,46.94267011,-95.26723865,"MN","region_5","UMW",7,7010106,"natural",2.091807756,17.22647758,447.74,18,3.35993338302146,116.1182748,2.55,0,85.47353351,42.2,42.2,7.568,12,601,14,3.283,3.59,330.1,1.96,"blue",NA,NA,40.861084516411,"NLA06608-0366",17.5,0,212,67.96532,12.3996296296296,6.01444444444444,18.807037037037,71.0840166666667,15.4532407407407,8.8375,22.0958333333333,74.1764666666667,18.6845679012346,12.0388888888889,25.3487654320988,72.4281,20.5314814814815,13.9990740740741,27.0907407407407,55.118,21.4444444444444,14.7777777777778,28.1111111111111,98.3904435400348,10.1445037037037,384297.934972619,2.49942526925177,7.5,"1","1"
"440","NLA06608-0369","NLA06608-0369-2007-1",1,26,7,2007,44.58635561,-72.31186438,"VT","region_1","NAP",2,2010005,"natural",3.066713126,8.689673241,426.96,43.6,1.39978694210905,35.04559536,6,0,18.03217055,57.1,15.4,1.744,7,163,1,2.858,2.67,153,0.53,"blue",NA,NA,5.8799665339157,"NLA06608-0369",42,0,207,105.101813333333,8.90851851851852,2.60555555555556,15.2014814814815,108.999866666667,12.1171296296296,5.80509259259259,18.4166666666667,102.974422222222,15.1543209876543,8.46604938271605,21.8092592592593,113.275533333333,17.2203703703704,10.7907407407407,23.6222222222222,139.683066666667,17.9851851851852,11.8962962962963,24.0259259259259,27.4460495596304,6.46353454589844,1781831.26207195,10.6570419951672,32,"0","0"
"451","NLA06608-0386","NLA06608-0386-2007-1",1,7,8,2007,40.49157546,-78.46066192,"PA","region_3","SAP",2,2050302,"man-made",0.315466014,2.652090959,409.84,12.8,1.33200910603399,21.97743319,6.8,0,32.57822865,87.6,2.7,0.832,8,475,9,4.723,1.39,155.3,0.803,"blue",NA,NA,103.270169223364,"NLA06608-0386",12,0,219,89.9498666666667,14.2722222222222,7.52666666666667,21.0211111111111,86.4023333333333,16.7819444444444,9.87083333333333,23.7027777777778,84.6807777777778,19.1555555555556,12.0351851851852,26.2759259259259,96.2363666666667,20.3574074074074,13.5990740740741,27.1157407407407,100.524733333333,20.6777777777778,14.1537037037037,27.2018518518519,76.1860338445768,9.25,8769.22576767711,0.666189168461756,2,"1","0"
"461","NLA06608-0401","NLA06608-0401-2007-1",1,27,8,2007,47.17784258,-68.23140034,"ME","region_1","NAP",1,1010003,"natural",26.77177683,53.32502151,177.26,50,2.90728434188813,5.785867077,1.87,0,224.0750265,49.2,21.7,16.16,5,279,10,2.478,4.39,87.11,5.17,"blue","NLA12_ME-108",NA,8.36982273992757,"NLA06608-0401",46.5,1,239,103.527013333333,12.8633333333333,6.59222222222222,19.1122222222222,88.7560666666667,15.4365740740741,8.92222222222222,21.9361111111111,90.3224,17.1141975308642,10.7067901234568,23.5024691358025,96.6216,17.7712962962963,11.4490740740741,24.0648148148148,103.6828,17.5611111111111,11.0055555555556,24.1111111111111,41.4098309617045,9.19132980293505,11519299.2241312,10.1653770978152,30.5,"1","1"
"466","NLA06608-0403","NLA06608-0403-2007-1",1,6,8,2007,47.39595432,-94.56183848,"MN","region_5","UMW",7,7010101,"natural",66.05134097,75.90976746,396.79,34.1,2.63482581282981,5.66008504,2.05,0,2730.420858,61.9,9.8,5.36,3,485,20,5.265,5.64,274.7,3.26,"blue",NA,NA,41.3378565507116,"NLA06608-0403",22,0,218,69.9262,13.172962962963,6.75444444444445,19.6137037037037,73.2557166666667,16.1560185185185,9.55416666666667,22.7819444444444,75.9714,18.9734567901235,12.3722222222222,25.5932098765432,73.7489,20.4925925925926,13.9768518518519,27.0296296296296,64.9224,20.9888888888889,14.4111111111111,27.5666666666667,94.320747621514,11.1,545885.134140883,0.66665899331959,2,"1","0"
"467","NLA06608-0405","NLA06608-0405-2007-1",1,30,8,2007,41.97137282,-75.87948445,"PA","region_3","NAP",2,2050101,"man-made",0.126194284,1.399424174,408.87,4,1.11128281340686,57.57528924,2.55,0,3.55255085,84.7,9.2,8.56,9,458,16,1.411,3.31,55.28,3.19,"blue","NLA12_PA-105",NA,28.1514402823507,"NLA06608-0405",3.5,1,242,96.7807733333333,17.0455555555556,10.3314814814815,23.77,94.6023,19.3875,12.4134259259259,26.3615740740741,109.050666666667,20.5987654320988,13.9925925925926,27.2049382716049,116.713,20.9444444444444,14.5833333333333,27.3055555555556,147.066,21.4444444444444,15.3888888888889,27.5,49.5338594152202,20.8,2575.78622016706,0.166641258945613,0.5,"1","0"
"481","NLA06608-0433","NLA06608-0433-2007-1",1,9,8,2007,44.52251138,-73.29262702,"VT","region_1","NAP",2,2010000,"natural",1073.599005,962.1652079,28.84,97,8.28368672966889,8.846608367,5.05,0,18844.17595,61,14.2,1.68,15,422,7,9.105,2.77,171,0.712,"blue","NLA12_VT-103",NA,17.55234110896,"NLA06608-0433",97,1,221,106.646133333333,11.0166666666667,4.69148148148148,17.33,106.855683333333,13.975,7.53472222222222,20.3953703703704,105.398711111111,16.4012345679012,9.79135802469136,22.9796296296296,117.712066666667,17.7962962962963,11.4740740740741,24.0898148148148,127.3048,18.1111111111111,11.9111111111111,24.2722222222222,12.2026459478111,5.84747522358004,624838886.601817,24.6663271018054,74,"0","0"
"489","NLA06608-0445","NLA06608-0445-2007-1",1,28,6,2007,40.04075657,-81.01548859,"OH","region_5","SAP",5,5030106,"man-made",0.430430732,6.510790055,322.66,8.4,2.79947841719654,28.82219287,1.47,0,12.38177893,41.3,36.2,6.848,6,336,15,17.31,3.54,385.2,3.55,"blue","NLA12_OH-103",NA,28.7660197320669,"NLA06608-0445",8,1,179,71.30796,9.55481481481481,3.44777777777778,15.6503703703704,75.07605,13.5675925925926,7.07361111111111,20.0342592592593,65.6420666666667,15.8864197530864,9.1537037037037,22.6012345679012,54.7539333333333,19.3157407407407,11.9981481481482,26.6074074074074,68.3090666666667,21.1962962962963,14.1037037037037,28.237037037037,96.1348916184236,8.6,26908.2032017313,0.666511015205185,2,"1","1"
"493","NLA06608-0449","NLA06608-0449-2007-1",1,26,7,2007,48.13580369,-117.6915241,"WA","region_10","WMT",17,17020003,"natural",0.48192434,2.937004986,619.91,5.8,1.19346674201987,21.49824829,1.95,0,38.24981775,77.3,0.4,4.391,7,404,16,4.492,2.81,215.3,2.56,"blue",NA,NA,79.3689269772097,"NLA06608-0449",5.3,0,207,60.6484266666667,11.26,5.00148148148148,17.4862962962963,42.6847,12.8101851851852,6.19722222222222,19.3958333333333,36.2288666666667,14.7543209876543,7.83518518518519,21.6555555555556,35.4076,16.5481481481481,9.63333333333333,23.4388888888889,29.0237333333333,19.2703703703704,11.9185185185185,26.5740740740741,93.4279647026019,21.7,1544.22077424056,0.0999908455318979,0.3,"1","0"
"504","NLA06608-0467","NLA06608-0467-2007-1",1,9,7,2007,43.54592149,-89.36445641,"WI","region_5","TPL",4,4030201,"natural",1.835188922,10.43716624,237.25,24.5,2.17338807250205,7.527925891,1.1,0,168.9472021,17.1,61.3,12.72,21,788,15,6.43,6.22,396.5,3.53,"brown","NLA12_WI-107",NA,92.0598419457983,"NLA06608-0467",24,1,190,61.7965066666667,8.30925925925926,1.96814814814815,14.6581481481482,67.4497,12.0398148148148,5.42592592592593,18.6634259259259,70.0080444444444,15.0654320987654,8.22839506172839,21.9092592592593,72.9234,18.0888888888889,11.1111111111111,25.0583333333333,76.4794,19.8222222222222,12.9277777777778,26.7,98.4148218184452,7.26678206997085,624781.808403985,4.66436762238697,14,"1","1"
"507","NLA06608-0469","NLA06608-0469-2007-1",1,29,8,2007,41.90973411,-75.33783928,"PA","region_3","NAP",2,2040101,"natural",0.127123197,1.907141321,413.35,11.5,1.50891765740618,57.57528924,4,0,5.489898314,64.3,28,3.352,5,191,11,1.866,2.41,63.1,1.19,"blue",NA,NA,43.1856533154999,"NLA06608-0469",10.5,0,241,96.53016,16.95,10.2396296296296,23.6711111111111,93.7916166666667,19.3388888888889,12.3476851851852,26.3300925925926,108.460822222222,20.5814814814815,13.9635802469136,27.1993827160494,115.701233333333,20.9277777777778,14.5564814814815,27.2990740740741,145.042466666667,21.4111111111111,15.3351851851852,27.487037037037,98.5701620381244,7.124,7216.3412411253,0.832200395530481,2.5,"1","1"
"508","NLA06608-0470","NLA06608-0470-2007-1",1,24,7,2007,43.62308804,-71.2654292,"NH","region_1","NAP",1,1070002,"natural",1.328445725,6.024761658,155.18,11.4,1.47456197671996,22.36614373,5.75,0,7.903976144,66.1,4,1.512,13,193,8,6.868,4.15,65.55,0.663,"blue",NA,NA,5.94979229881597,"NLA06608-0470",11.4,0,205,113.585413333333,9.03481481481482,2.60518518518519,15.4418518518519,120.7389,12.0796296296296,5.6462962962963,18.4967592592593,104.3432,15.1154320987654,8.4141975308642,21.8135802469136,103.5558,17.1777777777778,10.7277777777778,23.6277777777778,119.4308,18.3222222222222,12.1333333333333,24.5111111111111,95.0132301725007,11.9826524806554,69111.0571410753,0.866533517710774,2.6,"1","1"
"524","NLA06608-0494","NLA06608-0494-2007-1",1,11,7,2007,46.82219046,-94.53354023,"MN","region_5","UMW",7,7010105,"natural",6.310209246,13.97816515,403.19,23.5,1.56972420447036,116.1182748,1.65,0,115.0068368,68.2,4.5,24.64,3,401,4,4.312,5.02,280.4,3.64,"blue",NA,NA,18.2255187294941,"NLA06608-0494",22,0,192,64.8275733333333,8.00703703703704,1.81740740740741,14.2188888888889,71.17715,11.9393518518519,5.51805555555556,18.3884259259259,75.7851333333333,15.270987654321,8.6537037037037,21.9179012345679,80.0227,18.4064814814815,11.8083333333333,25.0324074074074,77.8002,20.2481481481481,13.7574074074074,26.7740740740741,99.1994935087108,8.7484375,208627.089772847,1.33317271994786,4,"1","1"
"528","NLA06608-0498","NLA06608-0498-2007-1",1,31,7,2007,41.95095517,-71.95133091,"CT","region_1","NAP",1,1100001,"natural",0.367322381,2.872661675,86.77,5.5,1.33707525965958,53.01916841,1.05,0,78.49615131,59.1,20.5,26.424,25,820,44,6.521,3.66,127.6,5.56,"murky","NLA12_CT-104",NA,213.698253551286,"NLA06608-0498",5.5,1,212,122.16384,13.2233333333333,6.91888888888889,19.5174074074074,118.0211,16.0087962962963,9.6875,22.3300925925926,88.5782666666667,18.791975308642,12.2895061728395,25.2944444444444,108.288666666667,20.4564814814815,14.3527777777778,26.5601851851852,125.476,21.6111111111111,15.7222222222222,27.5,98.4583652916796,13.5,3036.11483071013,0.166645110955545,0.5,"1","1"
"533","NLA06608-0502","NLA06608-0502-2007-1",1,18,8,2007,42.82731383,-83.7469401,"MI","region_5","UMW",4,4080203,"natural",0.303353365,2.963155653,263.7,10.7,1.51766222628775,81.58117426,3.83,0,4.243922685,11.4,28.6,2.28,10,648,5,37.71,7.37,612.4,1.36,"blue",NA,NA,13.9900300265336,"NLA06608-0502",10.4,0,230,68.4157466666667,14.6414814814815,7.9162962962963,21.3407407407407,67.50685,17.2648148148148,10.3259259259259,24.1851851851852,68.5038,19.2296296296296,12.2679012345679,26.1604938271605,70.5231,20.0416666666667,13.2481481481481,26.7962962962963,83.3628,20.2666666666667,13.7111111111111,26.8,95.2946898263211,9.78600583090379,5500.23577080293,0.466405522783421,1.4,"1","1"
"537","NLA06608-0509","NLA06608-0509-2007-1",1,20,6,2007,40.46163354,-79.56745425,"PA","region_3","SAP",5,5010008,"man-made",4.121244393,35.30116228,318.34,13.4,4.90534873448797,3.283942861,5.5,0,110.4000523,59.5,22.1,1.232,10,821,4,21.51,2,352.4,1.09,"blue",NA,NA,26.7880382166892,"NLA06608-0509",12.5,0,171,82.8023066666667,6.66037037037037,0.494444444444444,12.84,85.99805,9.45972222222222,2.86805555555556,16.0546296296296,84.709,12.4672839506173,5.62654320987654,19.320987654321,73.4695,15.762037037037,8.37592592592593,23.1564814814815,79.248,18.462962962963,11.0185185185185,25.9074074074074,29.210340890738,11.1133058984911,534145.081011307,1.49991067685643,4.5,"0","0"
"542","NLA06608-0514","NLA06608-0514-2007-1",1,24,7,2007,40.35740927,-78.11907346,"PA","region_3","SAP",2,2050303,"man-made",33.47380555,191.6380496,239.41,28,9.34381574217689,8.935850053,3.05,0,2481.347332,68.2,22.9,3.856,4,1009,7,7.351,2.36,219.9,1.01,"blue","NLA12_PA-101",NA,74.1280320904535,"NLA06608-0514",28,1,205,87.3641466666667,12.3411111111111,5.64703703703704,19.0362962962963,85.2402833333333,14.9967592592593,8.15138888888889,21.8537037037037,77.5857111111111,17.8537037037037,10.6061728395062,25.1043209876543,86.5124,19.6833333333333,12.65,26.7166666666667,87.884,20.3333333333333,13.5777777777778,27.0888888888889,47.3712497183061,5.99495827396703,12339650.1302958,5.6664582009939,17,"0","0"
"567","NLA06608-0551","NLA06608-0551-2007-1",1,20,8,2007,45.10823473,-94.16801923,"MN","region_5","UMW",7,7010204,"natural",2.196509157,7.211493699,294.56,13.5,1.37263095063367,5.66008504,1.75,0,114.4366768,2.8,82.6,16.8,10,1361,54,12.97,6.68,509.6,4.34,"green","NLA12_MN-107",NA,52.09933973428,"NLA06608-0551",13,1,232,74.5015866666667,14.9774074074074,8.48111111111111,21.4959259259259,78.3230166666667,17.7958333333333,11.2263888888889,24.3828703703704,80.1595777777778,19.6475308641975,13.15,26.1635802469136,76.8307666666667,20.4018518518519,13.925,26.887037037037,87.7993333333333,19.9259259259259,13.5555555555556,26.2962962962963,99.0616540859182,17,51994.6652198692,0.666586109611547,2,"1","1"
"569","NLA06608-0555","NLA06608-0555-2007-1",1,23,7,2007,41.72092858,-85.00769013,"IN","region_5","UMW",4,4050001,"natural",0.117962532,1.58302045,292.84,10.7,1.30019816962231,16.39880261,2.03,0,0.906472338,14.3,4.3,5.653,6,578,8,33.24,5.65,682.4,3.91,"blue",NA,NA,7.68440896131324,"NLA06608-0555",10.5,0,204,79.9168666666667,15.2181481481481,8.78703703703704,21.6518518518519,78.5918333333333,17.5597222222222,10.9791666666667,24.1550925925926,70.6853777777778,20.2796296296296,13.5388888888889,27.029012345679,77.7070666666667,21.8527777777778,15.2194444444444,28.4712962962963,81.1699333333333,22.1925925925926,15.6666666666667,28.6759259259259,92.6180184746993,7.212,6697.02864845157,0.832112607742478,2.5,"1","1"
"573","NLA06608-0561","NLA06608-0561-2007-1",1,9,8,2007,44.9484358,-116.0893222,"ID","region_10","WMT",17,17050123,"natural",20.18422831,39.89997855,1520,52.5,2.50531105745931,2.428401958,7.05,0,374.7060005,50.2,0,0.139,11,86,5,0.976,1.99,18.72,0.683,"blue",NA,NA,18.5642965757753,"NLA06608-0561",52.5,0,221,27.4844933333333,12.7766666666667,4.79185185185185,20.7540740740741,24.82215,14.8037037037037,6.47824074074074,23.1111111111111,21.1864222222222,17.0901234567901,8.40987654320988,25.7530864197531,17.3439666666667,19.3759259259259,10.4296296296296,28.3240740740741,10.6426,21.1222222222222,11.9333333333333,30.3333333333333,17.8137904506663,6.00018555860836,12614872.7080053,13.8303670442778,41.5,"0","0"
"574","NLA06608-0562","NLA06608-0562-2007-1",1,13,7,2007,41.68686806,-71.61087837,"RI","region_1","NAP",1,1090004,"man-made",1.572914486,19.85128831,75.34,10,4.46510019572429,1.516245047,2.78,0,148.9264035,69.6,3.6,2.08,30,334,9,12.39,4.38,105.6,1.03,"brown",NA,NA,94.6818182587454,"NLA06608-0562",9.5,0,194,116.741786666667,10.4351851851852,4.91481481481482,15.9618518518519,119.161983333333,13.1759259259259,7.53935185185185,18.8203703703704,99.5030888888889,15.9975308641975,10.2401234567901,21.7567901234568,77.5081,18.6,12.7972222222222,24.3907407407407,81.4324,20.3944444444444,14.9111111111111,25.8537037037037,70.7970046257152,7.87375,69719.9443315486,0.666606589145129,2,"1","1"
"587","NLA06608-0581","NLA06608-0581-2007-1",1,3,7,2007,43.25263859,-114.3827885,"ID","region_10","XER",17,17040219,"man-made",15.607504,53.62836201,1462,15.2,3.82933069440787,2.428401958,6.6,0,3901.158256,23.4,1.9,1.928,11,241,8,6.053,2.68,257.4,0.711,"blue",NA,NA,249.95401289021,"NLA06608-0581",14.7,0,184,38.2236133333333,7.71074074074074,0.668518518518519,14.7522222222222,33.28035,9.61759259259259,2.09259259259259,17.1277777777778,31.9390888888889,11.4444444444444,3.59259259259259,19.2604938271605,28.5623,13.7777777777778,5.49444444444444,22.0111111111111,29.083,16.0222222222222,7.5,24.5,32.2762625984516,17.2288090893758,4282424.16097997,2.56661084839375,7.7,"0","0"
"600","NLA06608-0593","NLA06608-0593-2007-1",1,10,7,2007,48.70867836,-122.3277089,"WA","region_10","WMT",17,17110002,"man-made",0.103147268,1.329262581,104.79,26.5,1.16755401774531,32.54937288,4.91,0,0.718868377,62.5,0,10.688,21,203,4,3.896,3.37,68.98,0.722,"brown","NLA12_WA-109",NA,6.96933996351702,"NLA06608-0593",26,1,191,70.26656,9.33407407407407,3.51407407407407,15.1277777777778,56.9087,10.8398148148148,4.56759259259259,17.0847222222222,41.0605111111111,12.462962962963,5.85,19.058024691358,37.846,14.2962962962963,7.5,21.0833333333333,37.4226666666667,16.1296296296296,9.37037037037037,22.8703703703704,66.1760110914056,4.95272633744856,49943.7929595446,5.93917022077717,18,"1","1"
"616","NLA06608-0614","NLA06608-0614-2007-1",1,27,6,2007,43.37864455,-123.2686178,"OR","region_10","WMT",17,17100301,"man-made",0.526616225,7.413004867,207.02,16,2.88165666452882,3.999258837,4.97,0,11.73367283,65.5,0,1.216,5,259,8,18.49,2.82,219.4,0.825,"blue","NLA12_OR-110",NA,22.2812596212735,"NLA06608-0614",15.5,1,178,56.16956,8.26074074074074,1.55888888888889,14.9637037037037,42.60215,9.78842592592593,2.55694444444444,17.0212962962963,37.3521111111111,10.9648148148148,3.41358024691358,18.5179012345679,27.8341666666667,12.9416666666667,4.96296296296296,20.8972222222222,29.3878,14.4722222222222,6.37777777777778,22.5166666666667,91.9404364061245,6.97446517979062,92676.2716485625,2.16511565662402,6.5,"1","1"
"621","NLA06608-0619","NLA06608-0619-2007-1",1,18,7,2007,42.32382664,-85.4673404,"MI","region_5","UMW",4,4050003,"natural",0.595945523,3.907072073,253.46,11.1,1.42772054757724,30.12411154,2.35,0,18.58539726,21.3,48,2.952,11,733,7,9.369,4.58,429.3,2.38,"blue",NA,NA,31.1864030229488,"NLA06608-0619",10.5,0,199,61.9489066666667,10.0503703703704,3.58111111111111,16.4907407407407,64.7784666666667,13.0814814814815,6.32361111111111,19.8125,62.4924666666667,16.1024691358025,9.0462962962963,23.1413580246914,61.1886,18.6166666666667,11.4444444444444,25.7555555555556,58.2168,19.8,12.7555555555556,26.7888888888889,85.8463046530046,8.3,1351.74303432983,0.166618254847062,0.5,"1","0"
"626","NLA06608-0625","NLA06608-0625-2007-1",1,19,9,2007,44.9542938,-118.185992,"OR","region_10","WMT",17,17050203,"natural",0.067956379,1.335435873,2257.2,12.9,1.44511693790848,168.5476261,7.55,0,1.105198473,65.7,0,0.615,3,55,1,0.735,1.46,21.56,0.53,"blue",NA,NA,16.2633514213581,"NLA06608-0625",12,0,262,22.9226533333333,15.5685185185185,7.2762962962963,23.8640740740741,20.4702833333333,16.8412037037037,8.38055555555556,25.3023148148148,17.8872444444444,17.8345679012346,9.24074074074074,26.441975308642,18.3345666666667,17.2240740740741,8.60277777777778,25.8740740740741,22.8684666666667,15.337037037037,6.89074074074074,23.8037037037037,43.419512023066,8.125,1893.94995753618,0.664458666373671,2,"0","0"
