"","siteid_07","sampling_event","visit_no","day","month","year","lat","lon","state","EPA_reg","ECO9","HUC2","HUC8","lake_origin","area_km2","perim_km","elevation_m","depthmax_m","SLD","WGT","secchi_m","clear_to_bottom","basinarea_km2","pct_forest","pct_agric","chla_ugL","color_PCU","NTL_ugL","PTL_ugL","NA_mgL","DOC_mgL","cond_uScm","turb_NTU","nutrient_color","siteid_12","UID","WALA_ratio","site_id","sampled_depthmax_m","resampled","Julian.day","precip_5","avgtemp_5","mintemp_5","maxtemp_5","precip_4","avgtemp_4","mintemp_4","maxtemp_4","precip_3","avgtemp_3","mintemp_3","maxtemp_3","precip_2","avgtemp_2","mintemp_2","maxtemp_2","precip_1","avgtemp_1","mintemp_1","maxtemp_1","RelO212","VolT12","SedArea","VoltoSedArea","HypoThick"
"869","NLA06608-0942","NLA06608-0942-2007-1",1,10,7,2007,47.07143625,-94.60247265,"MN","region_5","UMW",7,7010102,"natural",1.053593225,6.05942703,402.25,23,1.66529103187302,116.1182748,4.05,0,17.64382112,79,4.4,2.384,18,306,6,3.547,4.63,241.9,0.942,"blue","NLA12_MN-108",NA,16.7463312228493,"NLA06608-0942",21,1,191,64.643,7.77407407407407,1.59444444444444,13.9759259259259,71.17715,11.7592592592593,5.34861111111111,18.1976851851852,75.8472222222222,15.0895061728395,8.47407407407407,21.7351851851852,80.391,18.2962962962963,11.6944444444444,24.9259259259259,78.994,20.1851851851852,13.7037037037037,26.7037037037037,47.9667545000726,8.1821037037037,448478.952718702,4.99606124312661,15
"878","NLA06608-0958","NLA06608-0958-2007-1",1,15,8,2007,47.5916096,-93.39164891,"MN","region_5","UMW",7,7010103,"natural",1.457551696,12.39139172,412.98,6,2.89536400286306,116.1182748,1.65,0,46.90297671,66.2,0.3,8.56,14,511,18,3.253,8.23,151.2,3.19,"blue","NLA12_MN-101",NA,32.1792886240105,"NLA06608-0958",5.5,1,227,72.86752,14.332962962963,7.86444444444444,20.8237037037037,76.5132666666667,17.2101851851852,10.6291666666667,23.8111111111111,78.6638,19.4067901234568,12.8722222222222,25.9598765432099,75.7301,20.4342592592593,13.9435185185185,26.937962962963,79.629,20.3055555555556,13.8611111111111,26.75,99.1985567471623,10.0344,100948.300102148,0.83325229350366,2.5
"882","NLA06608-0962","NLA06608-0962-2007-1",1,17,7,2007,41.51816888,-111.7317,"UT","region_8","WMT",16,16010203,"man-made",0.698245993,6.892859461,1640,33,2.32696722126768,2.500256737,6.2,0,169.3054159,65.5,0,1.396,4,190,6,3.257,1.93,330.7,1.29,"blue","NLA12_UT-103",NA,242.472448961121,"NLA06608-0962",30,1,198,19.0533866666667,12.9237037037037,5.02962962962963,20.8251851851852,18.0742166666667,15.0699074074074,6.9337962962963,23.2115740740741,16.6990888888889,17.4672839506173,9.07469135802469,25.8598765432099,15.2442333333333,20.1064814814815,11.4287037037037,28.7842592592593,17.3905333333333,22.6296296296296,13.9203703703704,31.3388888888889,18.1328604379464,6.49853676187891,405595.26962565,8.47862140810699,25.5
"886","NLA06608-0970","NLA06608-0970-2007-1",1,10,6,2007,43.0004446,-109.8706018,"WY","region_8","WMT",14,14040102,"natural",7.315057636,18.47749653,2346,45,1.92721124578638,10.82677028,5.5,0,81.39423895,54.2,0,0.86,14,140,3,1.16,2.53,28.38,0.564,"blue","NLA12_WY-R02",NA,11.126944311338,"NLA06608-0970",36,1,161,33.1978,2.95962962962963,-4.07703703703704,9.99925925925926,36.6289166666667,5.46805555555556,-1.76759259259259,12.712037037037,39.4913555555556,7.67592592592593,0.135802469135802,15.2086419753086,42.3079333333333,9.66296296296296,1.88055555555556,17.4166666666667,45.3813333333333,12.4444444444444,4.24074074074074,20.6111111111111,22.5992377110953,6.51139001917706,3583455.32835578,10.0959361551878,30.3
"895","NLA06608-0982","NLA06608-0982-2007-1",1,14,8,2007,44.44651471,-71.81133018,"VT","region_1","NAP",1,1080101,"natural",0.821598953,5.076467406,312.89,16.5,1.57988956818784,31.82722929,4.5,0,16.73036254,84.7,0,2.08,19,248,6,4.242,5.36,57.62,0.561,"blue","NLA12_VT-101",NA,20.3631741239573,"NLA06608-0982",16,1,226,106.2736,11.7351851851852,5.39888888888889,18.0596296296296,104.728433333333,14.574537037037,8.06712962962963,21.0597222222222,105.568044444444,16.75,10.1833333333333,23.2882716049383,117.013566666667,17.875,11.5527777777778,24.1685185185185,116.044133333333,18.1111111111111,11.8,24.3925925925926,38.353976925175,8.54697265625,233799.767093612,2.66552027999413,8
"907","NLA06608-0994","NLA06608-0994-2007-1",1,23,8,2007,43.10063504,-72.08861587,"NH","region_1","NAP",1,1070003,"natural",3.008289036,24.6950722,395,7.9,4.01647980612165,22.36614373,3.15,0,74.48454505,85.4,1.4,3.744,19,214,5,2.248,4.28,29.94,1.2,"blue","NLA12_NH-104",NA,24.7597701413156,"NLA06608-0994",7.9,1,235,113.173933333333,13.397037037037,6.89185185185185,19.8892592592593,98.9859166666667,16.0032407407407,9.27916666666667,22.725,96.6752222222222,17.6740740740741,11.1098765432099,24.2382716049383,101.172433333333,18.4944444444444,12.0037037037037,24.9851851851852,82.9140666666667,18.6666666666667,11.8740740740741,25.4592592592593,68.1110184346813,12.125,188024.347830325,0.666644389125141,2
"932","NLA06608-1034","NLA06608-1034-2007-1",1,16,8,2007,42.74496123,-83.3105724,"MI","region_5","UMW",4,4090003,"natural",0.112223888,1.454307144,301.57,9,1.22464030896814,123.5177874,4.45,0,22.2438005,20.3,3.7,1.984,11,563,5,37.67,8.91,631.2,1.13,"blue","NLA12_MI-110",NA,198.209141533218,"NLA06608-1034",9,1,228,67.87388,14.3896296296296,7.67259259259259,21.08,67.03695,17.0148148148148,10.0824074074074,23.9277777777778,67.4878,19.0938271604938,12.1098765432099,26.0481481481481,69.3039,20.0101851851852,13.1851851851852,26.7944444444444,79.8576,20.237037037037,13.6444444444444,26.8037037037037,88.7801789262064,8.51870773854245,6424.93768728875,0.732466090503969,2.2
"941","NLA06608-1045","NLA06608-1045-2007-1",1,29,8,2007,42.49353258,-77.14037466,"NY","region_2","NAP",4,4140201,"natural",45.64910063,91.32945468,217.44,49.6,3.81320206666904,8.418311244,7.3,0,450.6713375,42.6,31.5,1.256,4,236,6,12.03,2.65,300.5,1.5,"blue","NLA12_NY-0101",NA,9.87251295820327,"NLA06608-1045",26,1,241,86.26856,15.3403703703704,8.92592592592593,21.7325925925926,77.2287,17.8282407407407,11.1217592592593,24.5069444444444,86.7156,19.2895061728395,12.866049382716,25.6759259259259,93.1164,19.5731481481481,13.4101851851852,25.6805555555556,66.5988,19.8685185185185,13.5981481481481,26.0833333333333,13.8867742160634,7.77910272,16174841.0681086,8.33282754891478,25
"990","NLA06608-1130","NLA06608-1130-2007-1",1,21,8,2007,42.61644253,-85.20168529,"MI","region_5","UMW",4,4050007,"natural",1.775011901,14.54438146,241.34,9.4,3.07956723118473,3.743461174,1.08,0,1043.763883,16.5,62.5,23.68,14,634,65,9.399,4.8,555,6.39,"green","NLA12_MI-109",NA,588.032047791887,"NLA06608-1130",9,1,233,69.2285466666667,15.0192592592593,8.28185185185185,21.7318518518519,68.2117,17.6398148148148,10.6912037037037,24.5712962962963,70.0278,19.4333333333333,12.5049382716049,26.329012345679,72.3519,20.0888888888889,13.3425925925926,26.7990740740741,88.6206,20.3111111111111,13.8111111111111,26.7944444444444,96.8592842084472,11.9,21915.2979128723,0.333309442259025,1
"997","NLA06608-1145","NLA06608-1145-2007-1",1,12,9,2007,40.1114616,-75.86456997,"PA","region_3","SAP",2,2040205,"man-made",0.631960456,3.830792125,186.74,4.5,1.35937319527296,8.115238038,0.78,0,7.562082983,21.2,67,17.829,2,724,60,7.026,4.29,179.9,15.5,"green","NLA12_PA-102",NA,11.9660698880817,"NLA06608-1145",4.5,1,255,92.3374666666667,18.0122222222222,11.17,24.8555555555556,95.5145833333333,19.675,12.8236111111111,26.5208333333333,103.883177777778,20.3641975308642,13.7771604938272,26.9438271604938,110.612766666667,20.4722222222222,14.0435185185185,26.8898148148148,108.5596,20.0666666666667,13.6111111111111,26.5,96.0039889028649,16.4,7802.37362747089,0.166658278424446,0.5
"1006","NLA06608-1162","NLA06608-1162-2007-1",1,6,9,2007,44.43080897,-83.92048752,"MI","region_5","UMW",4,4070007,"natural",1.055832754,7.786962238,273.24,15,2.13779260953731,33.17025852,3.45,0,14.00333856,28.5,2.5,3.083,10,541,8,2.979,9.26,279,0.851,"blue","NLA12_MI-103",NA,13.2628377997828,"NLA06608-1162",14.6,1,249,71.5264,16.6451851851852,9.84259259259259,23.4266666666667,71.67245,18.7787037037037,11.8657407407407,25.6708333333333,75.1924666666667,19.8012345679012,13.0234567901235,26.5425925925926,81.0133,19.8851851851852,13.3055555555556,26.437962962963,97.9424,19.6666666666667,13.2666666666667,26.0555555555556,96.109561630217,10.4432,134711.809337436,1.66618088663288,5
"1015","NLA06608-1174","NLA06608-1174-2007-1",1,15,8,2007,45.33667139,-70.66748588,"ME","region_1","NAP",1,1030002,"natural",2.727759227,23.28120235,385.45,26,3.97646767863144,68.10333034,3.27,0,166.5280659,84.4,0.1,2.76,28,298,4,1.587,6.07,39.99,0.629,"brown","NLA12_ME-103",NA,61.0494006405207,"NLA06608-1174",25.5,1,227,103.527013333333,11.1877777777778,4.97444444444444,17.3833333333333,94.6996666666667,13.9643518518519,7.58333333333333,20.325,87.1389333333333,16.2030864197531,9.75864197530864,22.6283950617284,91.0844,17.5046296296296,11.1935185185185,23.787037037037,97.79,17.8055555555556,11.4722222222222,24.1111111111111,40.1584543352567,8.93502119101609,1072345.07134593,5.59768526050085,16.8
"1025","NLA06608-1190","NLA06608-1190-2007-1",1,25,6,2007,44.08794072,-123.3000758,"OR","region_10","WMT",17,17090003,"man-made",32.30277164,44.53661254,115.1,5.3,2.21050934804165,4.40366347,0.85,0,713.0708887,46.4,17.2,6.176,4,96,3,4.721,2.07,61.93,13.2,"blue","NLA12_OR-104",NA,22.0746038961256,"NLA06608-1190",5,1,176,56.65724,8.05037037037037,1.38555555555556,14.717037037037,44.02455,9.5837962962963,2.4125,16.7574074074074,37.9391333333333,10.7783950617284,3.26666666666667,18.2932098765432,28.7147,12.6842592592593,4.75185185185185,20.5972222222222,28.9983333333333,14.2685185185185,6.18518518518519,22.3055555555556,42.0701227935788,19.63,1292112.43639537,0.333332928106634,1
"1051","NLA06608-1223","NLA06608-1223-2007-1",1,24,7,2007,43.37516208,-93.46829619,"IA","region_7","TPL",7,7080203,"natural",0.150631031,3.656605613,380.39,1.8,2.65776125061123,24.94654946,0.2,0,2.256445349,0,36.2,81.6,20,4053,422,5.253,12.85,269.3,51.6,"green","NLA12_IA-107",NA,14.9799502401335,"NLA06608-1223",1.5,1,205,98.3572666666667,14.2418518518519,8.21518518518518,20.2707407407407,105.78465,16.9282407407407,10.6828703703704,23.1763888888889,104.766533333333,20,13.679012345679,26.3092592592593,90.8558,21.75,15.4444444444444,28.0333333333333,85.852,22.8,16.4444444444444,29.1111111111111,41.6221814780489,19.3,24102.5357051413,0.333311610236636,1
"1057","NLA06608-1238","NLA06608-1238-2007-1",1,16,8,2007,44.04280484,-70.52697713,"ME","region_1","NAP",1,1060001,"natural",5.370270384,14.10140688,129.68,18.6,1.71656176882163,68.10333034,5.56,0,25.33869649,60.4,3,1.829,5,131,1,4.863,2.6,55.34,0.516,"blue","NLA12_ME-110",NA,4.71832788261337,"NLA06608-1238",18,1,228,103.527013333333,11.3274074074074,5.10925925925926,17.5274074074074,94.2043666666667,14.087037037037,7.69490740740741,20.4592592592593,87.4042222222222,16.279012345679,9.83765432098765,22.7012345679012,91.5458333333333,17.5268518518519,11.2148148148148,23.8101851851852,98.2810666666667,17.7851851851852,11.4333333333333,24.1111111111111,52.3450140372136,13.0825216203914,740944.481455059,2.16647260776268,6.5
"1110","NLA06608-1334","NLA06608-1334-2007-1",1,31,7,2007,45.41454518,-84.80370819,"MI","region_5","UMW",4,4070004,"natural",13.96209943,40.81992156,181.95,15.5,3.08171073056067,33.17025852,2,0,266.3855698,52.6,10,3,7,388,7,4.774,3.5,299.1,3.54,"blue","NLA12_MI-107",NA,19.0791915739852,"NLA06608-1334",15.5,1,212,63.5389466666667,12.3748148148148,5.72296296296296,18.9940740740741,63.27775,15.0148148148148,8.13425925925926,21.8685185185185,59.3598,18.0074074074074,10.8456790123457,25.1493827160494,59.5503,19.7583333333333,12.6814814814815,26.7796296296296,51.816,20,13.1111111111111,26.8333333333333,96.8814833523732,15.9777777777778,558498.114188015,0.999974687491943,3
"1130","NLA06608-1354","NLA06608-1354-2007-1",1,28,7,2007,45.18177616,-108.1327104,"MT","region_8","NPL",10,10080014,"man-made",52.53904341,298.4478029,1109,50.2,11.615084494526,0.655779675,4.56,0,50812.88323,13.1,3.9,3.627,11,480,6,50.88,3.51,644,0.618,"blue","NLA12_WY-102",NA,967.14519207117,"NLA06608-1354",34,1,209,50.9439333333333,11.5607407407407,4.17555555555556,18.9244444444444,56.3139166666667,13.4925925925926,5.95555555555556,20.9888888888889,60.1895333333333,16.3543209876543,8.47469135802469,24.179012345679,39.8102666666667,19.0518518518519,10.8314814814815,27.2166666666667,23.2156,22.4777777777778,13.6222222222222,31.2777777777778,60.3543529808626,15.1751486880466,25746055.4244933,11.6657947483002,35
"1153","NLA06608-1377","NLA06608-1377-2007-1",1,22,7,2007,45.86796274,-113.5499319,"MT","region_8","WMT",10,10020004,"natural",0.077635319,1.394079272,2412.81,16.3,1.41140894973872,163.17263,6.3,0,0.725035288,93.7,0,0.867,10,101,8,1.205,2.99,15.99,0.473,"blue","NLA12_MT-110",NA,9.3389876842008,"NLA06608-1377",15.8,1,203,51.5433733333333,10.4207407407407,3.19111111111111,17.6288888888889,56.7330166666667,12.537037037037,5.10833333333333,19.9305555555556,61.7982,15.1543209876543,7.43765432098765,22.8197530864198,47.9890666666667,17.8740740740741,9.82592592592593,25.8666666666667,29.6164,21.0777777777778,12.4888888888889,29.6111111111111,32.3910909336384,5.1874,30482.9714017975,3.31620082620803,10
"1156","NLA06608-1383","NLA06608-1383-2007-1",1,22,8,2007,45.30107859,-95.11805454,"MN","region_5","UMW",7,7020005,"natural",9.070462119,26.99303037,365.04,9.5,2.5283197917883,116.1182748,0.85,0,112.5700629,10.8,62,21.28,11,1444,35,4.408,12.4,404.5,9.31,"green","NLA12_MN-121",NA,12.410620475907,"NLA06608-1383",8,1,234,75.1552133333333,15.2351851851852,8.72777777777778,21.7648148148148,79.0469166666667,18.0300925925926,11.4652777777778,24.6115740740741,80.7578888888889,19.7438271604938,13.2611111111111,26.2450617283951,77.2710333333333,20.3888888888889,13.9175925925926,26.8666666666667,91.0674666666666,19.7740740740741,13.4333333333333,26.1148148148148,100,19.9703703703704,226136.938892925,0.499992185566556,1.5
"1164","NLA06608-1390","NLA06608-1390-2007-1",1,19,7,2007,45.91676304,-95.39655084,"MN","region_5","UMW",7,7010108,"natural",4.677618445,13.7137439,413.52,17.5,1.78870493909438,5.66008504,1.45,0,37.6932181,6.8,26.4,5.589,10,553,15,8.158,7.24,397,3.01,"blue","NLA12_MN-106",NA,8.0582070861917,"NLA06608-1390",17,1,200,66.30416,9.87074074074074,3.60111111111111,16.1625925925926,71.17715,13.3800925925926,6.87361111111111,19.9143518518519,75.2884222222222,16.7228395061728,10.0907407407407,23.3796296296296,77.0763,19.287962962963,12.7194444444444,25.8842592592593,68.2498,20.7518518518518,14.187037037037,27.337037037037,100,14.4728862973761,793167.981911774,2.33310691765569,7
"1193","NLA06608-1447","NLA06608-1447-2007-1",1,18,7,2007,45.07363846,-93.1265767,"MN","region_5","UMW",7,7010206,"natural",0.637459354,3.791395732,270.25,7.1,1.33957778171715,105.454706,2.1,0,4.168043948,11.3,0,5.086,12,760,13,43.91,7.36,436.7,1.25,"blue","NLA12_MN-111",NA,6.53852503982552,"NLA06608-1447",7,1,199,66.1195866666667,9.63777777777778,3.37814814814815,15.9196296296296,71.17715,13.2,6.70416666666667,19.7236111111111,75.3505111111111,16.5413580246914,9.91111111111111,23.1969135802469,77.4446,19.1777777777778,12.6055555555556,25.7777777777778,69.4436,20.6888888888889,14.1333333333333,27.2666666666667,95.8241570549789,11.43,9961.87307873457,0.333280777203505,1
"1195","NLA06608-1450","NLA06608-1450-2007-1",1,24,7,2007,43.61999552,-85.28224429,"MI","region_5","UMW",4,4060102,"natural",0.886469725,4.378990141,292.17,15,1.31200980721901,30.12411154,2.79,0,84.72400416,39.2,23,2.944,0,469,10,5.718,4.65,302,1.26,"blue","NLA12_MI-113",NA,95.5746166740212,"NLA06608-1450",15,1,205,63.0461866666667,11.2237037037037,4.65888888888889,17.7574074074074,64.1815666666667,14.0037037037037,7.1875,20.7930555555556,60.8668666666667,17.0728395061728,9.9537037037037,24.1746913580247,60.5028,19.1833333333333,12.0555555555556,26.2666666666667,55.0164,19.9,12.9333333333333,26.8111111111111,97.2446178263742,11.9328,98535.898194084,1.66600257564853,5
"1202","NLA06608-1465","NLA06608-1465-2007-1",1,21,8,2007,40.87358233,-75.58090694,"PA","region_3","SAP",2,2040106,"man-made",4.489595751,37.73797728,272.8,28.5,5.02423642199591,3.283942861,3.9,0,248.6017109,65.8,14.9,5.973,10,497,5,4.115,1.73,70.81,1.04,"blue","NLA12_PA-106",NA,55.3728497370007,"NLA06608-1465",28.5,1,233,94.1696533333333,15.9937037037037,9.27407407407407,22.7218518518519,90.7880666666667,18.4541666666667,11.4782407407407,25.4333333333333,99.8135333333333,20.062962962963,13.2623456790123,26.8635802469136,108.6231,20.7203703703704,14.2083333333333,27.2324074074074,128.8542,21.1444444444444,14.9055555555556,27.3833333333333,61.9149518350335,9.31609126694853,623265.187735076,3.16594647652192,9.5
"1210","NLA06608-1483","NLA06608-1483-2007-1",1,25,7,2007,40.05555836,-105.7469295,"CO","region_8","WMT",14,14010001,"man-made",0.510280274,3.609073659,3029.04,18.7,1.4252348190633,9.171940265,2.78,0,18.79983376,74.6,0,4.805,30,274,13,0.881,5.96,27.26,0.873,"brown","NLA12_CO-109",NA,36.8421722686462,"NLA06608-1483",18,1,206,42.1572266666667,11.5651851851852,3.66,19.4811111111111,45.8575833333333,13.4537037037037,5.44305555555556,21.4777777777778,44.6503777777778,15.9148148148148,7.69074074074074,24.1407407407407,40.4495,18.2777777777778,9.80092592592593,26.7777777777778,47.2863333333333,20.3055555555556,11.8703703703704,28.75,93.6979436412319,9.325,14180.7338488891,0.666371346109425,2
"1261","NLA06608-1579","NLA06608-1579-2007-1",1,24,7,2007,41.68840425,-85.03064639,"IN","region_5","UMW",4,4050001,"natural",5.47459351,29.70488905,296.1,26,3.58135245270162,2.451426407,3.49,0,120.0572633,8.5,34.5,2.26,3,501,7,25.69,5.94,522.3,1.4,"blue","NLA12_IN-113",NA,21.9298954489865,"NLA06608-1579",26,1,205,80.0421733333333,15.4096296296296,8.96666666666667,21.8548148148148,78.5135166666667,17.675,11.0907407407407,24.2740740740741,70.4088,20.4185185185185,13.6734567901235,27.170987654321,78.3082,21.9055555555556,15.2833333333333,28.5111111111111,81.0768,22.1888888888889,15.6666666666667,28.6666666666667,72.7579596752255,6.32359396433471,709634.541992164,2.99946216078008,9
"1274","NLA06608-1626","NLA06608-1626-2007-1",1,8,8,2007,43.9294318,-86.43464751,"MI","region_5","UMW",4,4060101,"natural",2.392613936,18.77738595,176.99,13,3.42447410738083,3.743461174,1.95,0,1970.91619,56.1,11.8,14.784,13,623,30,10.61,2.37,390.6,1.62,"blue","NLA12_MI-102",NA,823.750192350296,"NLA06608-1626",13,1,220,65.7064133333333,13.3822222222222,6.69777777777778,20.037037037037,65.15735,16.0148148148148,9.10833333333333,22.8981481481481,63.4238,18.5506172839506,11.4777777777778,25.5987654320988,64.4271,19.8842592592593,12.9333333333333,26.787037037037,65.8368,20.1185185185185,13.3777777777778,26.8185185185185,57.3793641946649,17.6025544703231,77810.9579011886,0.733261685232066,2.2
"1279","NLA06608-1637","NLA06608-1637-2007-1",1,28,8,2007,41.69516992,-75.13142213,"PA","region_3","NAP",2,2040101,"natural",0.201265767,1.81192972,384.84,7.6,1.13933505565577,38.02739512,1.45,0,2.053735347,59.1,18.4,19.872,10,440,32,3.352,4.46,62.85,4.34,"green","NLA12_PA-103",NA,10.2040966907204,"NLA06608-1637",7,1,240,96.2795466666667,16.8544444444444,10.1477777777778,23.5722222222222,92.9809333333333,19.2902777777778,12.2819444444444,26.2986111111111,107.379911111111,20.5166666666667,13.8759259259259,27.1574074074074,114.816466666667,20.9018518518519,14.512962962963,27.2907407407407,143.018933333333,21.3777777777778,15.2814814814815,27.4740740740741,96.8049854508874,10.2,3146.34801359626,0.333166960105867,1
"1330","NLA06608-1755","NLA06608-1755-2007-1",1,20,8,2007,41.22680207,-85.65000607,"IN","region_5","UMW",5,5120106,"natural",0.225899767,2.483224978,262.61,15.2,1.47384986006501,10.83110054,1.35,0,18.43370498,17.9,70.4,12.6,10,646,30,11.08,6.25,383.9,2.7,"blue","NLA12_IN-106",NA,81.6012571628726,"NLA06608-1755",14.7,1,232,83.7759733333333,18.6596296296296,12.1011111111111,25.2337037037037,79.4004,20.9967592592593,14.3226851851852,27.6837962962963,85.6318666666667,22.491975308642,15.8882716049383,29.0944444444444,92.6211,23.0907407407407,16.5740740740741,29.5972222222222,103.886,23.9814814814815,17.4814814814815,30.5,96.7707637103195,6.68062564385311,19126.9103912462,1.36478125804057,4.1
"1333","NLA06608-1771","NLA06608-1771-2007-1",1,28,8,2007,42.38300259,-86.04986016,"MI","region_5","UMW",4,4050002,"natural",1.090727787,7.760971749,203.67,9,2.09629781629696,33.17025852,2.7,0,6.445450934,34.2,12.2,4.032,20,603,10,6.808,8.29,302.4,1.15,"blue","NLA12_MI-104",NA,5.90931212243885,"NLA06608-1771",8.5,1,240,71.12508,15.9007407407407,9.13481481481482,22.6444444444444,69.85635,18.5148148148148,11.5435185185185,25.4722222222222,73.5838,19.9086419753086,13.058024691358,26.7222222222222,76.6191,20.1990740740741,13.562962962963,26.8055555555556,100.8888,20.4148148148148,14.0444444444444,26.7814814814815,96.1109411901996,13.7926263086026,26760.2384890079,0.433290348310886,1.3
"1353","NLA06608-1810","NLA06608-1810-2007-1",1,16,7,2007,41.37561834,-112.0878211,"UT","region_8","XER",16,16020102,"man-made",39.87607125,29.88742801,1287.17,3,1.33514191239708,2.500256737,0.55,0,144.6979374,13.2,26.9,14.8,6,611,69,102.6,3.24,955.4,15.3,"green","NLA12_UT-104",NA,3.62869091322531,"NLA06608-1810",3,1,197,19.0770933333333,12.7685185185185,4.88925925925926,20.6548148148148,18.0551666666667,14.9162037037037,6.78935185185185,23.0490740740741,16.6990888888889,17.2950617283951,8.9141975308642,25.6759259259259,15.1468666666667,19.9351851851852,11.262962962963,28.6074074074074,16.9502666666667,22.4814814814815,13.7518518518518,31.2111111111111,41.6348282124733,16.18,41494.41376833,0.066666565718451,0.2
"1365","NLA06608-1835","NLA06608-1835-2007-1",1,24,7,2007,41.58028332,-84.92309094,"IN","region_5","UMW",4,4100003,"natural",0.101905757,1.275577723,309.77,18,1.12720429336394,16.39880261,3.05,0,0.487046835,2.3,56.6,2.02,4,531,16,2.602,6.31,312.7,1.22,"blue","NLA12_IN-101",NA,4.77938488794112,"NLA06608-1835",17.5,1,205,80.0421733333333,15.4096296296296,8.96666666666667,21.8548148148148,78.5135166666667,17.675,11.0907407407407,24.2740740740741,70.4088,20.4185185185185,13.6734567901235,27.170987654321,78.3082,21.9055555555556,15.2833333333333,28.5111111111111,81.0768,22.1888888888889,15.6666666666667,28.6666666666667,92.2748440336313,6.20909325066915,25888.4753671833,3.01813052241519,9.1
"1375","NLA06608-1857","NLA06608-1857-2007-1",1,25,7,2007,48.2461517,-114.1200149,"MT","region_8","WMT",17,17010208,"natural",1.509847475,7.114440089,912.11,40,1.63331238787565,8.362490243,6.95,0,115.7932852,45.3,40.7,1.248,5,198,1,3.509,3.31,242.2,0.823,"blue","NLA12_MT-102",NA,76.6920414924693,"NLA06608-1857",37.5,1,206,51.2436533333333,10.9907407407407,3.68333333333333,18.2766666666667,56.5234666666667,13.0148148148148,5.53194444444444,20.4597222222222,60.9938666666667,15.7543209876543,7.95617283950617,23.4993827160494,43.8996666666667,18.462962962963,10.3287037037037,26.5416666666667,26.416,21.7777777777778,13.0555555555556,30.4444444444444,57.0470066318524,5.22337105624143,544053.790965551,5.99438989334513,18
"1393","NLA06608-1874","NLA06608-1874-2007-1",1,14,8,2007,40.95544299,-111.4149738,"UT","region_8","WMT",16,16020101,"man-made",5.366411929,17.48393431,1695,18.9,2.12908122859194,2.500256737,2.85,0,1877.1767,60.8,4.2,3.56,12,374,26,14.94,3.62,466.5,3.68,"blue","NLA12_UT-105",NA,349.801082144993,"NLA06608-1874",18.9,1,226,19.7628933333333,16.5448148148148,8.40851851851852,24.6914814814815,19.1918166666667,18.7606481481481,10.4310185185185,27.0967592592593,18.923,21.0672839506173,12.5524691358025,29.5907407407407,21.59,23.0037037037037,14.5231481481481,31.4972222222222,26.67,23.6740740740741,15.462962962963,31.9111111111111,45.1787557115692,14.9960219478738,596299.799888339,1.49991998711747,4.5
"1437","NLA06608-2082","NLA06608-2082-2007-1",1,4,9,2007,42.15139597,-122.6008217,"OR","region_10","WMT",17,17100308,"man-made",2.564942382,16.84668638,684.22,21.8,2.96736351256363,4.40366347,2.1,0,165.42544,55.2,0.5,3.568,4,496,17,4.522,3.07,118.4,3.35,"blue","NLA12_OR-113",NA,64.494797684699,"NLA06608-2082",21.5,1,247,25.8182533333333,14.9074074074074,6.76518518518519,23.0585185185185,20.0575333333333,16.5981481481481,8.17222222222222,25.024537037037,18.3105777777778,18.0197530864198,9.44444444444444,26.5993827160494,14.3340666666667,19.0296296296296,10.2833333333333,27.8046296296296,16.6454666666667,17.6148148148148,8.86296296296296,26.4148148148148,51.753279440958,12.3301205017526,387548.529114014,2.96571436876273,8.9
"1479","NLA06608-2241","NLA06608-2241-2007-1",1,6,9,2007,48.15402125,-117.3189991,"WA","region_10","WMT",17,17010308,"natural",1.20369258,9.393794503,682.11,21.5,2.41534032259641,8.741017273,5.63,0,77.95820503,74.4,0,1.128,11,256,9,3.924,4.06,89.9,0.45,"blue","NLA12_WA-108",NA,64.7658765413342,"NLA06608-2241",21,1,249,34.25444,14.5237037037037,7.6537037037037,21.3744444444444,30.6451,16.0296296296296,8.98240740740741,23.0625,28.2504444444444,17.2753086419753,10.1716049382716,24.3598765432099,23.1394,18.0444444444444,10.7314814814815,25.3361111111111,21.4884,16.6555555555556,9.47777777777778,23.8333333333333,99.4206568904187,5.1645602033314,474421.233015403,3.93152040596356,11.8
"1490","NLA06608-2305","NLA06608-2305-2007-1",1,16,7,2007,48.18443003,-116.5279847,"ID","region_10","WMT",17,17010214,"natural",0.39329509,3.231701168,694.9,14.3,1.45367392655267,9.925305104,2.31,0,3.659111596,75.9,0,6.537,9,329,9,2.619,6.2,47.45,1.05,"blue","NLA12_ID-105",NA,9.30373068222133,"NLA06608-2305",13,1,197,33.6668533333333,9.69444444444444,2.27185185185185,17.1162962962963,30.3360666666667,11.6097222222222,3.78981481481481,19.4148148148148,27.4997333333333,13.7716049382716,5.57469135802469,21.9407407407407,24.6549333333333,16.1851851851852,7.63703703703704,24.7074074074074,19.7273333333333,19.0074074074074,10.1481481481481,27.8703703703704,99.7513303210145,7.1,2843.12028374385,0.29653686556799,0.890000000000001
